,original_food_id,original_food_name,food_genus_id,food_genus_description,food_group,food_subgroup,food_genus_confidence,fct_name,data_reference_original_id,moisture_in_g,energy_in_kcal,energy_in_kj,nitrogen_in_g,totalprotein_in_g,totalfats_in_g,saturatedfa_in_g,monounsaturatedfa_in_g,polyunsaturatedfa_in_g,cholesterol_in_mg,carbohydrates_in_g,fibre_in_g,ash_in_g,ca_in_mg,fe_in_mg,mg_in_mg,p_in_mg,k_in_mg,na_in_mg,zn_in_mg,cu_in_mg,mn_in_mcg,i_in_mcg,se_in_mcg,vitamina_in_rae_in_mcg,thiamin_in_mg,riboflavin_in_mg,niacin_in_mg,vitaminb6_in_mg,folicacid_in_mcg,folate_in_mcg,vitaminb12_in_mcg,pantothenate_in_mg,biotin_in_mcg,vitaminc_in_mg,vitamind_in_mcg,vitamine_in_mg,phyticacid_in_mg
21,NA,Cottonseed Oil,2168.01,cotton seed oil,Other foods,Cottonseed Oil and products,h,regional-SSA-fct,NA,NA,884.321223,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22,NA,Cream,22120.01,cream,Animal Products,Cream and products,h,regional-SSA-fct,NA,NA,245.458891,NA,NA,2.5,25,NA,NA,NA,NA,3.5,0,NA,90,0,8,NA,NA,NA,0.26,0.01,NA,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,NA,Crustaceans,1553.01,"crab, fresh, raw",Animal Products,Crustaceans,m,regional-SSA-fct,NA,NA,97.992351,NA,NA,20.2,1.8,NA,NA,NA,NA,0,0,NA,3292,2.5,259,NA,NA,NA,2.8,0.65,NA,100,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,NA,Dates,1314.01,dates,Fruits and Vegetables,Dates and products,h,regional-SSA-fct,NA,NA,145.076481,NA,NA,1.5,0.1,NA,NA,NA,NA,31.3,2.7,NA,24,0.3,24,NA,NA,NA,0.2,0.12,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25,NA,Demersal Fish,1518.01,"haddock, smoked, raw",Animal Products,Demersal Fish,l,regional-SSA-fct,NA,NA,98,NA,NA,18.1,2.4,NA,NA,NA,NA,0,0,NA,7,0.3,21,NA,NA,NA,0.3,0,NA,140,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,NA,Eggs,231.01,"egg, chicken, raw",Animal Products,Eggs and products,h,regional-SSA-fct,NA,NA,155,NA,NA,12.6,10.6,NA,NA,NA,NA,1.1,0,NA,50,1.2,10,NA,NA,NA,1.1,0,NA,53,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,NA,"Fats, Animals, Raw",21521.01,pork lard,Animal Products,"Fats, Animals, Raw and products",m,regional-SSA-fct,NA,NA,884.321223,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0.11,0,NA,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,NA,"Fish, Body Oil",1523.01,"cod, liver oil",Animal Products,"Fish, Liver Oil",l,regional-SSA-fct,NA,NA,884.321223,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,NA,"Fish, Liver Oil",1523.01,"cod, liver oil",Animal Products,"Fish, Liver Oil",m,regional-SSA-fct,NA,NA,884,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,NA,Freshwater Fish,1501.01,"trout, rainbow, fresh, raw",Animal Products,Freshwater Fish,l,regional-SSA-fct,NA,NA,98,NA,NA,18.1,2.4,NA,NA,NA,NA,0,0,NA,2360,0.3,175,NA,NA,NA,0.3,0,NA,11,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
31,NA,"Fruits, Other",1316.01,"mangoes, raw",Fruits and Vegetables,"Fruits, Other and products",m,regional-SSA-fct,NA,NA,65,NA,NA,0.5,0.3,NA,NA,NA,NA,15.2,1.8,NA,10,0.1,9,NA,NA,NA,0,0.1,NA,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
32,NA,Grapefruit,1321.02,"grapefruits, raw",Fruits and Vegetables,Grapefruit and products,h,regional-SSA-fct,NA,NA,33,NA,NA,0.7,0.1,NA,NA,NA,NA,7.3,1.1,NA,12,0.06,9,NA,NA,NA,0.07,0.05,NA,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
33,NA,Grapes,1330.01,"grapes, raw",Fruits and Vegetables,Grapes and products (excludingexcl wine) and products,h,regional-SSA-fct,NA,NA,55,NA,NA,0.2,0.4,NA,NA,NA,NA,11.7,2.5,NA,7,0.2,5,NA,NA,NA,0,0,NA,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
34,NA,Groundnut Oil,2162.01,peanut oil,Pulses and Beans,Groundnut Oil and products,h,regional-SSA-fct,NA,NA,884.321223,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0.01,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35,NA,Groundnuts (Shelled Eq),142.01,"peanut, unshelled",Pulses and Beans,Groundnuts (Shelled Eq) and products,h,regional-SSA-fct,NA,NA,567,NA,NA,25.8,49.2,NA,NA,NA,NA,7.6,8.5,NA,92,4.6,168,NA,NA,NA,3.3,1.1,NA,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
36,NA,Honey,2910.01,honey,Other foods,Honey and products,h,regional-SSA-fct,NA,NA,304,NA,NA,0.3,0,NA,NA,NA,NA,82.4,0,NA,6,0.4,2,NA,NA,NA,0.2,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
37,NA,"Lemons, Limes",1322.01,"lemons, raw",Fruits and Vegetables,"Lemons, Limes and products",m,regional-SSA-fct,NA,NA,29,NA,NA,1.1,0.3,NA,NA,NA,NA,6.5,2.8,NA,26,0.6,8,NA,NA,NA,0.1,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
38,NA,Maize,112.01,"maize, grain, white, dried, raw",Cereals,Maize and products (including white maize),m,regional-SSA-fct,NA,NA,362,NA,NA,8.1,3.6,NA,NA,NA,NA,69.6,7.3,NA,6,3.5,127,NA,NA,NA,1.8,0.2,NA,3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800
39,NA,Maize Germ Oil,21691.02.01,maize oil,Cereals,Maize Germ Oil and products,h,regional-SSA-fct,NA,NA,884.321223,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40,NA,"Marine Fish, Other",1532.01,"sardines, tinned",Animal Products,Pelagic Fish,l,regional-SSA-fct,NA,NA,98,NA,NA,18.1,2.4,NA,NA,NA,NA,0,0,NA,7,0.3,21,NA,NA,NA,0.3,0,NA,32,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,NA,"Meat, Aquatic Mammals",1580.01,"marine mammals meat, fresh, raw",Animal Products,"Meat, Aquatic Mammals",m,regional-SSA-fct,NA,NA,111,NA,NA,26.5,0.5,NA,NA,NA,NA,0,0,NA,7,0.3,21,NA,NA,NA,0.3,0,NA,32,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
42,NA,"Meat, Other",21170.92.01,"deer meat, fresh, raw",Animal Products,"Meat, Other and products",m,regional-SSA-fct,NA,NA,151.051625,NA,NA,30.2,3.2,NA,NA,NA,NA,0,0,NA,7,4.5,24,NA,NA,NA,2.75,0.3,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
43,NA,Milk - Excluding Butter,2211.01,"milk, cow, whole, raw",Animal Products,Milk - (Excluding excluding Butter butter) and products,m,regional-SSA-fct,NA,NA,60,NA,NA,3.2,3.3,NA,NA,NA,NA,4.5,0,NA,115,0.1,11,NA,NA,NA,0.4,0,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
44,NA,Millet,118.02,"finger millet,  grain",Cereals,Millet and products,m,regional-SSA-fct,NA,NA,328,NA,NA,6.6,1.3,NA,NA,NA,NA,62.8,13.4,NA,275,2.7,27,NA,NA,NA,1.2,0.5,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520
45,NA,"Molluscs, Other",1562.01,"oysters, fresh, raw",Animal Products,"Molluscs, Other",m,regional-SSA-fct,NA,NA,66.921606,NA,NA,7.1,2.5,NA,NA,NA,NA,3.9,0,NA,45,6.7,54,NA,NA,NA,90.95,4.46,NA,0,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,NA,Mutton & Goat Meat,21116.01,"goat meat, fresh, raw",Animal Products,Mutton & and Goat Meat and products,m,regional-SSA-fct,NA,NA,269,NA,NA,24.9,18,NA,NA,NA,NA,0,0,NA,4,1.7,23,NA,NA,NA,4.1,0.1,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
