"fdc_id","food_desc","source_fct","comments","food_group","previous_fcd_id","nutrient_data_source","footnote","Edible_factor_in_FCT","specific_gravity","total_solids","XN","XFA","WATERg","NTg","PROCNTg","FAT_g","CHOAVLMg","ENERCkcal","ENERCkJ","STARCHMg","OLSACMg","SUGARMg","GLUSg","GALSg","FRUSg","SUCSMg","MALSMg","LACSMg","ALCg_100mL","NSPg","FIBTGg","FASATg_100gFAT","FASATg","FAPUN6g_100gFAT","FAPUN6g","FAPUN3g_100gFAT","FAPUN3g","cisFAMSg_100gFAT","cisFAMSg","FAMSg_100gFAT","FAMSg","cisFAPUg_100gFAT","cisFAPUg","FAPUg_100gFAT","FAPUg","exFASATg_100gFAT","exFASATg","brFACIDg_100gFAT","brFACIDg","FATRNg_100gFAT","FATRNg","CHOLmg","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","CLDmg","MNmg","SEmcg","IDmcg","RETOLmcg","CARTBEQmcg","VITAmcg","VITDmcg","VITEmg","VITKmcg","THIAmg","RIBFmg","NIAmg","NIATRPmg","NIAEQmg","VITB6_mg","VITB12mcg","FOLmcg","PANTACmg","BIOTmcg","VITCmg","transRETOLmg","cisRETOLmg","dehydroRETOLmg","RETALDmcg","CARTAmcg","CARTBmcg","Cryptoxanthinsmcg","Luteinmcg","LYCOmcg","CHOCALOHmcg","CHOCALmcg","methylFOLmcg","TOCPHAmg","TOCPHBmg","TOCPHDmg","TOCPHGmg","TOCTRAmg","TOCTRGmg","FAC4:0","FAC6:0","FAC8:0","FAC10:0","FAC11:0xb","FAC12:0","FAC12:0xb","FAC13:0","FAC13:0xb","FAC14:0","FAC14:0xb","FAC15:0","FAC15:0xb","FAC16:0","FAC16:0xb","FAC17:0","FAC17:0xb","FAC18:0","FAC18:0xb","FAC19:0","FAC20:0","FAC20:0xb","FAC22:0","FAC22:0xb","FAC24:0","FAC24:0xb","FAC25:0xb","FOD4:0","FOD6:0","FOD8:0","FOD10:0","FOD11:0xb","FOD12:0","FOD12:0xb","FOD13:0","FOD13:0xb","FOD14:0","FOD14:0xb","FOD15:0","FOD15:0xb","FOD16:0","FOD16:0xb","FOD17:0","FOD17:0xb","FOD18:0","FOD18:0xb","FOD19:0","FOD20:0","FOD20:0xb","FOD22:0","FOD22:0xb","FOD24:0","FOD24:0xb","FOD25:0xb","FAC10:1","FAC10:1c","FAC12:1","FAC12:1c","FAC14:1","FAC14:1c","FAC15:1","FAC15:1c","FAC16:1","FAC16:1c","FAC17:1","FAC17:1c","FAC18:1","FAC18:1c","FAC18:1n9","FAC18:1n7","FAC20:1","FAC20:1c","FAC22:1","FAC22:1c","FAC22:1n11","FAC22:1n9","FAC24:1","FAC24:1c","MONOFACtr","FOD10:1","FOD10:1c","FOD12:1","FOD12:1c","FOD14:1","FOD14:1c","FOD15:1","FOD15:1c","FOD16:1","FOD16:1c","FOD17:1","FOD17:1c","FOD18:1","FOD18:1c","FOD18:1n9","FOD18:1n7","FOD20:1","FOD20:1c","FOD22:1","FOD22:1c","FOD22:1n11","FOD22:1n9","FOD24:1","FOD24:1c","MONOFODtr","FAC16:2","FAC16:2c","FAC16:3c","FAC16:4","FAC16:4c","FAC16 poly","FAC18:2","FAC18:2cn6","FAC18:3","FAC18:3cn3","FAC18:3cn6","FAC18:4","FAC18:4cn3","FAC18 poly","FAC20:2","FAC20:2cn6","FAC20:3","FAC20:3cn6","FAC20:4","FAC20:4cn6","FAC20:5","FAC20:5cn3","FAC20 poly","FAC21:5","FAC21:5cn3","FAC22:2","FAC22:2cn6","FAC22:3cn6","FAC22:4","FAC22:4cn6","FAC22:5","FAC22:5cn3","FAC22:6","FAC22:6cn3","FAC22 poly","POLYFACtr","FOD16:2","FOD16:2c","FOD16:3","FOD16:4","FOD16:4c","FOD16 poly","FOD18:2","FOD18:2cn6","FOD18:3","FOD18:3cn3","FOD18:3cn6","FOD18:4","FOD18:4cn3","FOD18 poly","FOD20:2","FOD20:2cn6","FOD20:3","FOD20:3cn6","FOD20:4","FOD20:4cn6","FOD20:5","F20D5N3g","FOD20 poly","FOD21:5","FOD21:5cn3","FOD22:2","FOD22:2cn6","FOD22:3cn6","FOD22:4","FOD22:4cn6","FOD22:5","FOD22:5cn3","FOD22:6","F22D6N3g","FOD22 poly","POLYFODtr","Total PHYTO","Other CHOL and PHYTO","PHYTO","BSITPHYTO","BRASPHYTO","CAMPHYTO","D5AVEN","D7AVEN","D7STIG","STIGPHYTO","CITA","MALA","CHOALVg"
"11-027","Tapioca, raw","UK21","4 varieties, medium pearl, seed pearl, coarse and flake","AA","50-011","MW3, 1960. Reviewed 2014",NA,"1.00",NA,NA,"6.25",NA,"12.2","0.07","0.4","0.1","95.0","359","1531","95.0",NA,"0","0",NA,"0.0","0","0.0","0.0","0.0","0.4",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0.00","0.0","4","20","8","2","30","0.30","0.07",NA,"13",NA,NA,NA,"0","0","0","0.0","0",NA,"0","0","0","0.1","0.1","0","0.0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4761904761905
"16-449","Taramasalata","UK21","10 assorted samples. Greek dish based on cod's roe","JR","16-307","Fish and Fish Products Supplement, 1993; and industry data, 2013. Additional fatty acid data from a different sample with slightly different fatty acid profile is available in Fatty Acid Supplement, 1998 (16-313)",NA,"1.00",NA,NA,NA,"0.900","35.9","0.51","3.2","52.9","7.4","517","2130","6.2",NA,"1.2",NA,NA,NA,NA,"0","0","0.0","0","0.3",NA,"4.10",NA,NA,NA,NA,NA,NA,NA,"29.30",NA,NA,NA,"16.70",NA,NA,NA,NA,NA,"0","25.0","450","60","21","6","50","0.40",NA,"0.4","720","0.12",NA,NA,NA,NA,NA,NA,NA,NA,"0.08","0.10","0.3","0.6","0.9",NA,"3.0","4",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00",NA,NA,NA,"0.10",NA,"0.00",NA,"2.90",NA,"0.00",NA,"1.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00",NA,NA,NA,"0.20",NA,"0.00",NA,"28.10",NA,NA,NA,"0.80",NA,"0.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00",NA,NA,"11.30",NA,"5.20",NA,NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.20",NA,NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.10",NA,"0",NA,NA,NA,"394.5","4.2",NA,"190.4","34.5","149.3","14.3",NA,NA,"1.8",NA,NA,7.04761904761905
"13-380","Taro leaves, raw","UK21","Literature sources","DG",NA,"Vegetables, Herbs and Spices Supplement, 1991",NA,"0.70",NA,NA,NA,NA,"85.7","0.70","4.4","0.9","2.6","35","150","0.4",NA,"2.2",NA,"0.0",NA,NA,"0.0","0.0",NA,NA,NA,NA,"0.20",NA,NA,NA,NA,NA,NA,NA,"0.10",NA,NA,NA,"0.40",NA,NA,NA,NA,NA,NA,"0.0","3","650","110","45","60","2.30","0.32","0.9","60","1.80",NA,NA,"0","6980","1160","0.0",NA,NA,"0.21","0.46","1.5","0.7","2.2000000000000002",NA,"0.0","39",NA,NA,"52",NA,NA,NA,NA,"0","6980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47619047619048
"13-381","Taro leaves, steamed","UK21","Ref. 4 and calculation from raw","DG",NA,"Haytowitz and Matthews (1986) Composition of foods: legumes and legume products, raw, processed and prepared, Agriculture Handbook No. 8-2, and calculation from raw",NA,"1.00",NA,NA,NA,NA,"92.1","0.38","2.4","0.5","1.4","19","82","0.2",NA,"1.2",NA,"0.0",NA,NA,"0.0","0.0",NA,NA,NA,NA,"0.10",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0.20",NA,NA,NA,NA,NA,NA,"0.0","2","360","86","20","27","1.20","0.18","0.5","33","1.00",NA,NA,"0","3830","640","0.0",NA,NA,"0.14","0.38","1.3","0.4","1.7",NA,"0.0","27",NA,NA,"35",NA,NA,NA,NA,"0","3830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333
"13-377","Taro, baked","UK21","Literature sources and calculation from raw, baked 30 minutes","DG",NA,"Vegetables, Herbs and Spices Supplement, 1991",NA,"1.00",NA,NA,NA,NA,"60.8","0.27","1.7","0.2","32.4","130","555","31.0",NA,"1.4","0.2","0.0","0.2","0.9","0","0.0",NA,"3.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","5","430","33","41","69","1.00","0.23","1.7","62","0.70",NA,NA,"0","46","8","0.0",NA,NA,"0.05","0.02","0.5","0.5","1","0.05","0.0",NA,NA,NA,"7",NA,NA,NA,NA,"0","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8571428571429
"13-378","Taro, boiled in unsalted water","UK21","Literature sources, boiled 20 minutes","DG",NA,"Vegetables, Herbs and Spices Supplement, 1991",NA,"1.00",NA,NA,NA,NA,"72.9","0.19","1.2","0.2","22.4","91","386","21.5",NA,"0.9","0.2","0.0","0.2","0.6","0","0.0",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","3","200","27","31","56","0.80","0.18","1.3","37","0.50",NA,NA,"0","32","5","0.0",NA,NA,"0.05","0.02","0.5","0.3","0.8","0.05","0.0",NA,NA,NA,"7",NA,NA,NA,NA,"0","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3333333333333
"13-376","Taro, raw","UK21","Analysis and literature sources","DG",NA,"Vegetables, Herbs and Spices Supplement, 1991",NA,"0.66",NA,NA,NA,NA,"68.3","0.22","1.4","0.2","26.2","106","451","25.1",NA,"1.1","0.2","0.0","0.2","0.7","0","0.0",NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","4","360","25","33","58","0.80","0.20","1.3","50","0.50",NA,NA,"0","37","6","0.0",NA,NA,"0.08","0.03","0.7","0.4","1.1000000000000001","0.08","0.0",NA,NA,NA,"13",NA,NA,NA,NA,"0","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9523809523809
"13-379","Taro, steamed","UK21","Literature sources. Calculation from raw","DG",NA,"Vegetables, Herbs and Spices Supplement, 1991",NA,"1.00",NA,NA,NA,NA,"70.3","0.21","1.3","0.2","24.5","99","421","23.5",NA,"1.0","0.2","0.0","0.2","0.7","0","0.0",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","4","330","25","31","52","0.70","0.18","1.3","47","0.60",NA,NA,"0","35","6","0.0",NA,NA,"0.05","0.02","0.5","0.3","0.8","0.05","0.0",NA,NA,NA,"7",NA,NA,NA,NA,"0","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3333333333333
"13-858","Tarragon, dried, ground","UK21","Literature sources","H",NA,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",NA,"1.00",NA,NA,NA,NA,"7.7","3.64","22.8","7.2","42.8","295","1237",NA,NA,NA,NA,"0.0",NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","62","3020","1140","350","310","32.30","0.68","3.9",NA,"8.00",NA,NA,"0","2520","420","0.0",NA,NA,"0.25","1.34","8.9",NA,NA,NA,"0.0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7619047619048
"13-857","Tarragon, fresh","UK21","LGC, 5 samples and calculation from dried","H",NA,"LGC, Fruit and vegetables, 1989-1990",NA,"1.00",NA,NA,NA,NA,"86.3","0.54","3.4","1.1","6.3","49","206",NA,NA,NA,NA,"0.0",NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","9","450","170","51","46",NA,NA,"0.6",NA,NA,NA,NA,"0","375","62","0.0",NA,NA,"0.15",NA,NA,NA,NA,NA,"0.0",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"11-1028","Tart, bakewell, homemade","UK21","Recipe","AS","11-685","Updated 2014",NA,"1.00",NA,NA,NA,NA,"19.9","1.23","6.9","30.4","40.8","454","1894","18.1",NA,"22.7","3.6",NA,"1.9","16.0","1.2","0",NA,"1.8","1.5",NA,"8.80",NA,NA,NA,NA,NA,NA,NA,"14.93",NA,NA,NA,"4.99",NA,NA,NA,NA,NA,"0.03","45.9","212","168","75","41","117","1.10","0.15","0.7","300","0.37","4",NA,NA,"85",NA,NA,NA,NA,"0.07","0.16","0.7","1.4","2.1","0.05","0.4","11","0.31","11.3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8571428571429
"11-1058","Tart, custard, large, homemade","UK21","Recipe","AP","11-655","Updated 2014",NA,"1.00",NA,NA,NA,NA,"50.3","0.97","5.8","17.4","25.2","275","1147","19.2",NA,"5.9","0.1",NA,"0","3.1","0.2","2.3",NA,"0.9","1.7",NA,"6.63",NA,NA,NA,NA,NA,NA,NA,"7.17",NA,NA,NA,"2.56",NA,NA,NA,NA,NA,"0.05","38.9","149","141","105","12","91","0.68","0.01","0.5","226","0.15","4","20","22","4","23","0.3","1.78",NA,"0.05","0.15","0.4","1.2","1.6","0.05","0.7","6","0.50","4.4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
