"fdc_id","food_desc","source_fct","comments","food_group","previous_fcd_id","nutrient_data_source","footnote","Edible_factor_in_FCT","specific_gravity","total_solids","XN","XFA","WATERg","NTg","PROCNTg","FAT_g","CHOAVLMg","ENERCkcal","ENERCkJ","STARCHMg","OLSACMg","SUGARMg","GLUSg","GALSg","FRUSg","SUCSMg","MALSMg","LACSMg","ALCg_100mL","NSPg","FIBTGg","FASATg_100gFAT","FASATg","FAPUN6g_100gFAT","FAPUN6g","FAPUN3g_100gFAT","FAPUN3g","cisFAMSg_100gFAT","cisFAMSg","FAMSg_100gFAT","FAMSg","cisFAPUg_100gFAT","cisFAPUg","FAPUg_100gFAT","FAPUg","exFASATg_100gFAT","exFASATg","brFACIDg_100gFAT","brFACIDg","FATRNg_100gFAT","FATRNg","CHOLmg","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","CLDmg","MNmg","SEmcg","IDmcg","RETOLmcg","CARTBEQmcg","VITAmcg","VITDmcg","VITEmg","VITKmcg","THIAmg","RIBFmg","NIAmg","NIATRPmg","NIAEQmg","VITB6_mg","VITB12mcg","FOLmcg","PANTACmg","BIOTmcg","VITCmg","transRETOLmg","cisRETOLmg","dehydroRETOLmg","RETALDmcg","CARTAmcg","CARTBmcg","Cryptoxanthinsmcg","Luteinmcg","LYCOmcg","CHOCALOHmcg","CHOCALmcg","methylFOLmcg","TOCPHAmg","TOCPHBmg","TOCPHDmg","TOCPHGmg","TOCTRAmg","TOCTRGmg","FAC4:0","FAC6:0","FAC8:0","FAC10:0","FAC11:0xb","FAC12:0","FAC12:0xb","FAC13:0","FAC13:0xb","FAC14:0","FAC14:0xb","FAC15:0","FAC15:0xb","FAC16:0","FAC16:0xb","FAC17:0","FAC17:0xb","FAC18:0","FAC18:0xb","FAC19:0","FAC20:0","FAC20:0xb","FAC22:0","FAC22:0xb","FAC24:0","FAC24:0xb","FAC25:0xb","FOD4:0","FOD6:0","FOD8:0","FOD10:0","FOD11:0xb","FOD12:0","FOD12:0xb","FOD13:0","FOD13:0xb","FOD14:0","FOD14:0xb","FOD15:0","FOD15:0xb","FOD16:0","FOD16:0xb","FOD17:0","FOD17:0xb","FOD18:0","FOD18:0xb","FOD19:0","FOD20:0","FOD20:0xb","FOD22:0","FOD22:0xb","FOD24:0","FOD24:0xb","FOD25:0xb","FAC10:1","FAC10:1c","FAC12:1","FAC12:1c","FAC14:1","FAC14:1c","FAC15:1","FAC15:1c","FAC16:1","FAC16:1c","FAC17:1","FAC17:1c","FAC18:1","FAC18:1c","FAC18:1n9","FAC18:1n7","FAC20:1","FAC20:1c","FAC22:1","FAC22:1c","FAC22:1n11","FAC22:1n9","FAC24:1","FAC24:1c","MONOFACtr","FOD10:1","FOD10:1c","FOD12:1","FOD12:1c","FOD14:1","FOD14:1c","FOD15:1","FOD15:1c","FOD16:1","FOD16:1c","FOD17:1","FOD17:1c","FOD18:1","FOD18:1c","FOD18:1n9","FOD18:1n7","FOD20:1","FOD20:1c","FOD22:1","FOD22:1c","FOD22:1n11","FOD22:1n9","FOD24:1","FOD24:1c","MONOFODtr","FAC16:2","FAC16:2c","FAC16:3c","FAC16:4","FAC16:4c","FAC16 poly","FAC18:2","FAC18:2cn6","FAC18:3","FAC18:3cn3","FAC18:3cn6","FAC18:4","FAC18:4cn3","FAC18 poly","FAC20:2","FAC20:2cn6","FAC20:3","FAC20:3cn6","FAC20:4","FAC20:4cn6","FAC20:5","FAC20:5cn3","FAC20 poly","FAC21:5","FAC21:5cn3","FAC22:2","FAC22:2cn6","FAC22:3cn6","FAC22:4","FAC22:4cn6","FAC22:5","FAC22:5cn3","FAC22:6","FAC22:6cn3","FAC22 poly","POLYFACtr","FOD16:2","FOD16:2c","FOD16:3","FOD16:4","FOD16:4c","FOD16 poly","FOD18:2","FOD18:2cn6","FOD18:3","FOD18:3cn3","FOD18:3cn6","FOD18:4","FOD18:4cn3","FOD18 poly","FOD20:2","FOD20:2cn6","FOD20:3","FOD20:3cn6","FOD20:4","FOD20:4cn6","FOD20:5","F20D5N3g","FOD20 poly","FOD21:5","FOD21:5cn3","FOD22:2","FOD22:2cn6","FOD22:3cn6","FOD22:4","FOD22:4cn6","FOD22:5","FOD22:5cn3","FOD22:6","F22D6N3g","FOD22 poly","POLYFODtr","Total PHYTO","Other CHOL and PHYTO","PHYTO","BSITPHYTO","BRASPHYTO","CAMPHYTO","D5AVEN","D7AVEN","D7STIG","STIGPHYTO","CITA","MALA","CHOALVg"
"17-687","Chocolate nut spread","UK21","8 samples, 5 brands","SC","17-070","LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013. Fatty acids from Fatty Acid Supplement, 1998",NA,"1.00",NA,NA,"6.25","0.960","0","0.99","6.2","33.0","60.5","549","2294","0.8",NA,"59.7","0","0.0","0","56.7","0.0","3.0","0.0","0.8","3.0","29.61","9.34","16.70","5.27","0.40","0.13","53.30","16.82","53.30","16.82","17.10","5.40","17.10","5.40","29.60","9.34","0.00","0.00","0","0","2.0","50","390","130","65","180","2.20","0.48","1.0","60","1.10",NA,NA,"0","0","0","0",NA,NA,"0.03","0.10","0.5","1.5","2.0","0.10","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00","0.00","0.00","0",NA,NA,"0.40",NA,NA,NA,"1.10",NA,"0.10",NA,"20.90",NA,"0.10",NA,"6.50",NA,NA,"0.40",NA,"0.10",NA,"0.00",NA,"0.00","0.00","0.00","0.00",NA,NA,"0.13",NA,NA,NA,"0.35",NA,"0.03",NA,"6.59",NA,"0.03",NA,"2.05",NA,NA,"0.13",NA,"0.03",NA,"0.00",NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.30",NA,"0.00",NA,"52.30","48.20","0.90",NA,"0.20",NA,"0.10","0.10","0.00",NA,"0.00","0",NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.09",NA,"0.00",NA,"16.50","15.21","0.28",NA,"0.06",NA,"0.03","0.03","0.00",NA,"0.00","0",NA,NA,NA,NA,NA,NA,NA,"16.70",NA,"0.40","0.00",NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,"0",NA,NA,NA,NA,NA,NA,NA,"5.14",NA,"0.13","0.00",NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,"0","30.4","0.3",NA,"21.8","0.0","4.5","1.0",NA,NA,"2.9",NA,NA,57.6190476190476
"12-518","Chocolate nut sundae","UK21","Recipe","BP","12-411","Recalculated 2013",NA,"1.00",NA,NA,NA,NA,"48.5","0.43","2.6","15.0","33.5","271","1136",NA,NA,"29.9","9.7","0","8.8","7.9","0.7","2.8","0.0",NA,NA,NA,"8.94",NA,NA,NA,NA,NA,NA,NA,"4.23",NA,NA,NA,"0.80",NA,NA,NA,NA,NA,"0.42","39.1","36","131","65","18","71","0.36","0.07","0.3","61","0.10","1","21","185","109","203","0.3","0.86",NA,"0.08","0.18","0.4","0.6","1.0","0.03","0.4","7","0.61","3.0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9047619047619
"17-659","Chocolate spread","UK21","7 samples, 5 brands","SC","17-069","DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2011",NA,"1.00",NA,NA,"6.25","0.956","1.0","0.52","3.3","37.7","59.4","575","2402","0",NA,"59.4","0","0","0","49.5","0","10.0","0.0","1.0","2.0","22.57","8.13","15.85","5.71","5.32","1.92","55.21","19.90","55.30","19.93","21.16","7.63","21.16","7.63","22.51","8.11","0.06","0.02","0.09","0.03","8.9","58","362","91","51","128","4.87","0.32","0.7","160","0.40","1","15","0","0","0","0","7.70",NA,"0.17","0","0.3","0.6","0.9","0.19","0","10","0.26","0.8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.05","0.09","0.10",NA,"0.18","0.18","0",NA,"0.63","0.63","0.06","0.06","16.88","16.88","0.08","0.08","3.53","3.47",NA,"0.51","0.51","0.24","0.24","0.10","0.10","0","0","0.02","0.03","0.03",NA,"0.07","0.07","0","0","0.23","0.23","0.02","0.02","6.09","6.09","0.03","0.03","1.27","1.25",NA,"0.18","0.18","0.09","0.09","0.04","0.04","0","0","0","0","0","0.02","0.02","0","0","0.27","0.27","0","0","53.52","53.43","50.01","3.25","1.13","1.13","0.24","0.24","0","0.24","0.09","0.09","0.09","0","0","0","0","0.01","0.01","0","0","0.10","0.10","0","0","19.29","19.26","18.02","1.17","0.41","0.41","0.09","0.09","0","0.09","0.03","0.03","0.03",NA,NA,NA,NA,NA,NA,"15.84","15.77","5.32","5.32","0","0","0",NA,"0.05","0.05","0","0","0","0","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"5.71","5.68","1.92","1.92","0","0","0",NA,"0.02","0.02","0","0","0","0","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5714285714286
"17-650","Chocolate, dark, with crème or mint fondant centres","UK21","10 samples, 8 products, including After Eights and equivalent (or 'similar') products","SEA",NA,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",NA,"1.00",NA,NA,"6.38","0.945","5.4","0.58","3.7","16.3","71.9","431","1816","0","9.0","62.9","4.0","0","2.4","56.5","0","0","0.0","1.9","4.7","63.65","9.80","3.26","0.50","0.23","0.04","33.12","5.10","33.21","5.12","3.48","0.54","3.48","0.54","63.65","9.80","0","0","0.10","0.01","3.3","6","389","49","13","104","0.67","0.06","0.6","30","0.10","3","8","74","15","77","0","1.52",NA,"0.16","0.01","0.5","0.6","1.1","0.35","0","1","0.04","1.6","0",NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.10","0.07","0.07","0.10",NA,"0.22","0.22","0",NA,"0.47","0.47","0.07","0.07","25.98","25.98","0.23","0.23","34.79","34.76",NA,"1.11","1.11","0.19","0.19","0.10","0.10","0","0.02","0.01","0.01","0.01",NA,"0.03","0.03","0","0","0.07","0.07","0.01","0.01","4.00","4.00","0.04","0.04","5.36","5.35",NA,"0.17","0.17","0.03","0.03","0.02","0.02","0","0","0","0","0","0.03","0.03","0","0","0.27","0.27","0","0","32.75","32.68","32.32","0.43","0.05","0.05","0","0","0","0","0","0","0.07","0","0","0","0","0.01","0.01","0","0","0.04","0.04","0","0","5.04","5.03","4.98","0.07","0.01","0.01","0","0","0","0","0","0","0.01",NA,NA,NA,NA,NA,NA,"3.30","3.25","0.23","0.23","0","0","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0.51","0.50","0.04","0.04","0","0","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4761904761905
"17-690","Chocolate, fancy and filled","UK21","10 samples of different brands","SEA","17-088","Reviewed 2013. LGC, Nutritional analysis of foods for pre-school children, 1992; and Fatty Acids Supplement, 1998 (17-088)",NA,"1.00",NA,NA,NA,"0.950","6.1","0.78","4.9","21.3","62.9","447","1878","0.2",NA,"60.0","5.4","0.0","3.1","45.7","2.2","3.6","0.0","1.3",NA,"55.50","11.30","4.70","0.95","0.20","0.04","38.80","7.90",NA,"8.00","4.91","1.00","4.91","1.00","55.50","11.24","0.20","0.04","0.49","0.10","11.0","88","270","110","48","150","1.20","0.30","0.8","140","0.39","2",NA,"81","120","101","0","1.65",NA,"0.05","0.20","0.4","0.9","1.3","0.03","0","17","0.73","3.0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.35","0.05","0.31","2.73",NA,NA,"0.40","0.30","0.40","0.50",NA,NA,"1.90",NA,NA,NA,"2.20",NA,"0.20",NA,"23.50",NA,"0.20",NA,"25.10",NA,NA,"0.70",NA,"0.10",NA,"0.00",NA,"0.08","0.06","0.08","0.10",NA,NA,"0.38",NA,NA,NA,"0.45",NA,"0.04",NA,"4.76",NA,"0.04",NA,"5.08",NA,NA,"0.14",NA,"0.02",NA,"0.00",NA,NA,"0.00",NA,"0.00",NA,"0.10",NA,"0.00",NA,"0.30",NA,"0.10",NA,"33.40","36.60","1.40",NA,"0.00",NA,"0.00","0.00","0.00",NA,"0.00","5.40",NA,"0.00",NA,"0.00",NA,"0.02",NA,"0.00",NA,"0.06",NA,"0.02",NA,"6.76","7.41","0.28",NA,"0.00",NA,"0.00","0.00","0.00",NA,"0.00","1.09",NA,NA,NA,NA,NA,NA,NA,"4.70",NA,"0.20","0.00",NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.95",NA,"0.04","0.00",NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9047619047619
"17-648","Chocolate, milk","UK21","11 samples, 11 products","SEA",NA,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",NA,"1.00",NA,NA,"6.38","0.945","1.6","1.15","7.3","31.1","56.0","519","2171","0",NA,"56.0","0","0","0","46.8","0","9.2","0.0","1.3","2.3","63.67","18.71","3.49","1.03","0.35","0.10","32.13","9.44","32.66","9.60","3.84","1.13","3.84","1.13","63.25","18.59","0.41","0.12","0.53","0.16","22.1","89","451","226","57","224","2.05","0.31","1.1","190","0.30","3","51","66","22","70","0","1.60",NA,"0.12","0.53","0.3","2.4","2.7","0.21","2.1","9","0.73","2.4","0",NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.58","0.42","0.28","0.55",NA,"0.76","0.76","0",NA,"2.24","2.24","0.38","0.24","29.01","28.95","0.45","0.29","27.73","27.67",NA,"0.88","0.88","0.16","0.16","0.09","0.09","0","0.17","0.12","0.08","0.16",NA,"0.22","0.22","0","0","0.66","0.66","0.11","0.07","8.53","8.51","0.13","0.09","8.15","8.13",NA,"0.26","0.26","0.05","0.05","0.03","0.03","0","0.07","0.07","0","0","0.20","0.20","0","0","0.53","0.53","0","0","31.66","31.17","30.84","0.73","0.10","0.10","0","0","0","0","0","0","0.49","0.02","0.02","0","0","0.06","0.06","0","0","0.16","0.16","0","0","9.30","9.16","9.06","0.21","0.03","0.03","0","0","0","0","0","0","0.14",NA,NA,NA,NA,NA,NA,"3.59","3.43","0.30","0.30","0","0","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"1.06","1.01","0.09","0.09","0","0","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3333333333333
"17-491","Chocolate, plain","UK21","6 bars, 3 brands; 36-50% cocoa solids","SEA","17-090 50-1016","Reviewed 2013. LGC, Nutritional analysis of foods for pre-school children, 1992; and Fatty Acid Supplement, 1998; selenium from 'Analysis of foods for Selenium' 1994. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",NA,"1.00",NA,NA,"6.25","0.960","0.6","0.80","5.0","28.0","63.5","510","2137","0.9",NA,"62.6","0","0.0","0","62.4","0","0.2","0.0","2.5",NA,NA,"16.80","3.60","0.96","0.30","0.08","33.30","8.91",NA,"9.00","3.90","1.04",NA,"1.00","62.60","16.76","0.00","0.00","0.20","0.05","6.0","6","300","33","89","140","2.30","0.71","1.3","9","0.63","4","3","15","15","18","0.0","1.44","2.30","0.04","0.06","0.4","0.7","1.1","0.03","0.0","12","0.30","3.0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.86","0.18","0.28","5.11",NA,NA,"0.10","0.10","0.10","0.10",NA,NA,"0.20",NA,NA,NA,"0.70",NA,"0.10",NA,"27.20",NA,"0.20",NA,"32.80",NA,NA,"0.80",NA,"0.20",NA,"0.00",NA,"0.03","0.03","0.03","0.03",NA,NA,"0.05",NA,NA,NA,"0.19",NA,"0.03",NA,"7.28",NA,"0.05",NA,"8.78",NA,NA,"0.21",NA,"0.05",NA,"0.00",NA,NA,"0.00",NA,"0.00",NA,"0.10",NA,"0.00",NA,"0.30",NA,"0.00",NA,"32.90","32.80","0.30",NA,"0.00",NA,"0.00","0.00","0.00",NA,"0.00","0.20",NA,"0.00",NA,"0.00",NA,"0.03",NA,"0.00",NA,"0.08",NA,"0.00",NA,"8.81","8.78","0.08",NA,"0.00",NA,"0.00","0.00","0.00",NA,"0.00","0.05",NA,NA,NA,NA,NA,NA,NA,"3.60",NA,"0.30","0.00",NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.96",NA,"0.08","0.00",NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.00",NA,"0.00",NA,"0.00",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4761904761905
"17-091","Chocolate, white","UK21","14 samples, 5 brands; buttons and bars","SEA","50-1017","Reviewed 2013. LGC, Analytical survey of confectionery items, 1992",NA,"1.00",NA,NA,"6.25",NA,"0.6","1.28","8.0","30.9","58.3","529","2212","0",NA,"58.3","0","0.0","0","47.6","0","10.7","0.0",NA,NA,NA,"18.40",NA,NA,NA,NA,NA,NA,NA,"10.00",NA,NA,NA,"1.10",NA,NA,NA,NA,NA,NA,NA,"110","350","270","26","230","0.20","0","0.9","250","0.02",NA,NA,"13","75","26","0","1.14",NA,"0.08","0.49","0.2","2.6","2.8","0.07","0","10","0.59","3.0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.61","0","0.21","5.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5238095238095
"19-516","Chorizo","UK21","Manufacturers' data","MI","19-099","Industry data, 2013",NA,"1.00",NA,NA,"6.25",NA,NA,"3.84","24.0","32.2","2.4","395","1638","1.3",NA,"1.1","0.0","0.0","0.0","0","0.0","1.1","0.0",NA,"1.0",NA,"12.00",NA,NA,NA,NA,NA,NA,NA,"14.50",NA,NA,NA,"4.93",NA,NA,NA,NA,NA,NA,NA,"1400","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28571428571429
"11-1050","Choux buns, homemade","UK21","Recipe","AP","11-653","Based on recipe as proportions in shop bought samples, as Cereals and Cereal Products Supplement. Recalculated in 2014",NA,"1.00",NA,NA,NA,NA,"44.5","0.90","5.3","34.1","17.9","395","1638","17.0",NA,"0.9","0",NA,"0","0.1","0.0","0.8",NA,"0.7","0.8",NA,"18.23",NA,NA,NA,NA,NA,NA,NA,"10.52",NA,NA,NA,"2.44",NA,NA,NA,NA,NA,"0.84","136.8","122","99","53","10","86","0.80","0.04","0.5","198","0.15","7",NA,NA,"289",NA,NA,NA,NA,"0.07","0.19","0.3","1.3","1.6","0.05","0.9","10","0.39","4.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.047619047619
"19-519","Chow mein, beef, retail, reheated","UK21","12 samples from different shops. Noodles with beef and vegetables in sauce","MR","19-165","Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997; and industry data, 2013",NA,"1.00",NA,NA,NA,NA,"71.7","1.07","6.7","6.0","14.7","136","571","12.3",NA,"2.4",NA,NA,"0.0","1.2","0.0","0.0","0.0",NA,"1.8",NA,"1.30",NA,NA,NA,NA,NA,NA,NA,"3.10",NA,NA,NA,"1.40",NA,NA,NA,NA,NA,NA,NA,"200",NA,NA,NA,NA,"1.30",NA,NA,"310",NA,NA,NA,"0","0","0",NA,"0.43",NA,"0.03","0.03",NA,"1.1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
