"Priority","fdc_id","food_desc","food_group","Edible_factor_in_FCT","ENERCkJ","ENERCkcal_standardised","WATERg","CHOAVLDFg","NTg","PROCNTg","PROPLAg","PROANIg","FIBTGg","ASHg","FATg","CHOLEg","CHOLEmg","FASATg","FAMSg","FAPUg","STARCHg","SUGARg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","CUmg","SEmcg","MNmcg","VITAmcg","CARBEQmcg","VITDmcg","VITEmg","THIAmg","RIBFmg","NIAmg","VITB6_mg","FOLmcg","VITCmg","source_fct","nutrient_data_source"
2,"050080","Spring onion, leaves, raw","VEGETABLE AND VEGETABLES PRODUCTS",0.69,128.83,23.409090908,92.2,2.727272727,0.32,2,2,0,NA,0.81,0.5,0,0,0.1,0.1,0.2,0.181818181818182,2.66666666666667,39,1.9,12,29,260,7,0.4,0.06,NA,0.2,NA,620,0,NA,0.05,0.03,0.5,0.13,54,26,"LS06","GB6"
1,"050084","Sweet green pepper, raw","VEGETABLE AND VEGETABLES PRODUCTS",1,70.8,18.9,94.6,3.1,0.14,0.9,0.9,0,1.8,0.4,0.1,0,0,0.01,0.01,0.05,0.1,2.9,7,0.9,10,23,177,6,0.24,0.17,0,120,36,214,0,0.04,0.04,0.02,0.6,0.171,5,77,"LS06","SAFV"
1,"050083","Sweet green pepper, unsalted, boiled","VEGETABLE AND VEGETABLES PRODUCTS",1,107.2,28.2,91.9,4.7,0.22,1.4,1.4,0,2.7,0.6,0.2,0,0,0.03,0.01,0.11,0.3,4.2,10,1.3,14,31,239,9,0.34,0.24,0,171,40,240,0,0.06,0.08,0.04,0.6,0.233,17,89,"LS06","SAFV"
1,"050093","Tomato, flesh and skin,  raw","VEGETABLE AND VEGETABLES PRODUCTS",1,80.8,19,94.3,2.9,0.14,0.9,0.9,0,1.1,0.6,0.2,0,0,0.03,0.03,0.08,0,2.9,8,0.2,11,25,231,5,0.16,0.07,0.4,60,39,231,0,0.84,0.04,0.01,0.9,0.09,18,20,"LS06","SAFV"
1,"050092","Tomato, flesh and skin, boiled","VEGETABLE AND VEGETABLES PRODUCTS",1,111.5,25.5,92.2,4,0.19,1.2,1.2,0,1.5,0.8,0.3,0,0,0.04,0.05,0.12,0,4,11,0.3,15,34,316,7,0.22,0.1,0.5,82,50,301,0,1.14,0.05,0.01,1.2,0.117,17,26,"LS06","SAFV"
2,"050087","Tomato, sun dried, raw","VEGETABLE AND VEGETABLES PRODUCTS",1,1186.9,259.4,14.6,43.5,2.26,14.1,14.1,0,12.3,12.6,3,0,0,0.43,0.49,1.115,0,43.5,110,9.1,194,356,3427,2095,1.99,1.42,5.5,1846,87,522,0,0.01,0.53,0.49,9.1,0.332,68,39,"LS06","SAFV"
2,"050088","Tomato and onion,  with sugar and sunflower oil, stewed","VEGETABLE AND VEGETABLES PRODUCTS",1,685.2919,165.306632614,72.2856265984655,9.497220801,0.131335038363171,0.84429668,0.844296675191816,0,1.19273657,2.7115772,13.54895141,0,0,1.7194168797954,2.50876726342711,8.66543222506394,0,8.45190110826939,16.573231,0.319403239556692,12.418755,26.69139,198.3203751,886.556180733163,0.21263768115942,0.0964910485933504,0.455652173913043,120.613810741688,21.3084398976982,123.830179028133,0,5.70637340153453,0.0217774936061381,0.0253735720375107,0.36586189258312,0.0578946291560102,6.27191815856778,7.22342710997442,"LS06","Recipe"
2,"060001","Baked beans, in tomato sauce, canned","LEGUMES",1,67.34,15.08,94.3,1.99,0.1328,0.83,0.83,0,1.5,1.18,0.2,0,0,0.045,0.008,0.102,NA,NA,22,0.47,13,16,93,373,0.14,0.06,0.312,0.2,NA,NA,NA,NA,0.025,0.049,0.233,0.044,18,3.1,"LS06","US18"
1,"060005","Beans, sugar, dried, raw","LEGUMES",1,1308.47,266.1,12.4,46.2,2.704,16.9,16.9,0,19.4,1.89,1.3,0,0,0.19,0.14,0.98,NA,0,85,5.9,16.9,164,1140,35,2.54,0.88,NA,1310,0,NA,0,0.34,0.45,0.13,2.5,0.437,370,3,"LS06","SA91"
1,"060003","Beans, sugar, dried, boiled","LEGUMES",1,532.18,113.8,63,19.5,1.136,7.1,7.1,0,8.2,2.06,0.6,0,0,0.08,0.06,0.41,NA,0,32,2.1,55,122,368,14,1.06,0.3,NA,560,0,NA,NA,0.14,0.12,0.04,0.7,0.164,140,1,"LS06","SA91"
1,"060004","Beans, sugar, dried, with sugar and vinegar, boiled","LEGUMES",1,408.1847,87.06520603,73.9621804903495,12.572248305,0,4.41001565,4.41001564945227,0,5.05998957,1.5881586,1.90401669,0,0,0.247522170057381,0.327125717266562,1.26061554512259,0,0.519040166927491,23.432447,1.54512258737611,5.855503,42.95253,298.7480438,420.333854981742,0.664058424621805,0.234452269170579,0,341.679707876891,0.0469483568075117,0,0,0.70245174752217,0.0762910798122066,0.03547209181012,0.456442357850808,0.0683881064162754,57.9029733959311,0.430359937402191,"LS06","Recipe"
1,"060010","Peas, split, dried, raw","LEGUMES",1,1358.62,284.4,11.3,43.3,3.936,24.6,24.6,0,17.1,1.14,1.2,0,0,0.16,0.24,0.5,NA,0,55,4.4,115,366,981,15,3.01,0.87,NA,1390,15,NA,0,0.09,0.73,0.22,2.9,0.174,274,2,"LS06","SA91"
1,"060009","Peas, split, dried, unsalted, boiled","LEGUMES",1,456.57,99.6,69.5,15.2,1.328,8.3,8.3,0,5.9,0.99,0.4,0,0,0.05,0.08,0.17,NA,0,14,1.3,36,99,362,2,1,0.18,NA,400,1,NA,0,0,0.19,0.06,0.9,0.048,65,0,"LS06","SA91"
2,"060008","Peas, split, dried, with sunflower oil, boiled","LEGUMES",1,152.1847,34.4449959,90.4470636889992,4.118693135,0.37439205955335,2.33995037,2.33995037220844,0,1.62655087,0.6038875,0.73449132,0,0,0.0936931348221671,0.13802729528536,0.445947063688999,0,0,6.927213,0.419768403639371,12.080232,34.81803,93.6807279,165.612076095947,0.286724565756824,0.0888751033912324,0,132.21670802316,1.4454094292804,0,0,0.251861042183623,0.0416625310173697,0.0150372208436725,0.165508684863524,0.00993052109181141,13.0314309346567,0.190239867659222,"LS06","Recipe"
1,"060011","Soy bean, dried, whole, raw","LEGUMES",1,1542.6818,370.454545456,8.5,14.363636364,5.74,35.9,36.5,0,1.6,1.59,18.6,0,0,2.3,3.5,9.1,4.36363636363636,5.23809523809524,5,9.7,250,660,1730,5,4.3,1.55,14,2600,NA,12,NA,2.9,0.16,0.27,2.2,0.38,370,0,"LS06","GB6"
1,"070008","Potato, flesh and skin, raw","ROOTS AND TUBERS",1,309.8,72.5,80.2,15.9,0.24,1.5,1.5,0,1.5,0.9,0.1,0,0,0.03,0,0.04,15.3,0.7,6,1.2,15,45,398,2,0.29,0.09,0.6,140,0,0,0,0.06,0.14,0.02,1.8,0.21,10,27,"LS06","SAFV"
1,"070001","Potato, without skin, raw","ROOTS AND TUBERS",1,334.4,75.7,79,16.6,0.26,1.6,1.6,0,1.6,0.6,0.1,0,0,0.03,0,0.04,16,0.6,6,0.7,14,43,332,2,0.29,0.12,0.3,147,0,0,0,0.06,0.16,0.01,1.4,0.214,3,29,"LS06","SAFV"
2,"070003","Potato, without skin, boiled","ROOTS AND TUBERS",1,311.5,70.9,80.4,15.5,0.24,1.5,1.5,0,1.5,0.6,0.1,0,0,0.03,0,0.04,14.8,0.7,6,0.6,12,38,279,2,0.26,0.11,0.3,130,0,0,0,0.06,0.12,0.01,1.2,0.19,2,20,"LS06","SAFV"
1,"070002","Potato chips/french fries, homemade, unsalted","ROOTS AND TUBERS",1,827.7,187.354545456,56.6,27.363636364,0.63,3.9,3.2,0,3.2,0.9,6.7,0,0,0.6,3.3,2.4,26.8181818181818,0.571428571428571,11,0.8,31,62,660,12,0.6,0.14,2,200,0,0,0,0.19,0.24,0.02,0.7,0.32,43,9,"LS06","GB6"
2,"070009","Sweet potato, red skinned, raw","ROOTS AND TUBERS",1,302.7,69.7,80.4,15.6,0.18,1.1,1.1,0,2.1,0.8,0.1,0,0,0.02,0,0.04,11.2,4.4,12,0.3,13,34,285,12,0.18,0.11,0.4,100,3,20,0,0.14,0.07,0.01,0.6,0.08,8,22,"LS06","SAFV"
2,"070010","Sweet potato, without skin, with sugar, boiled","ROOTS AND TUBERS",1,286.6,67.3,81.8,15.1,0.16,1,1,0,2,0.4,0.1,0,0,0.02,0,0.04,6.3,8.8,9,0.3,13,22,189,11,0.12,0.08,0.5,60,3,20,0,0.22,0.05,0.01,0.5,0.07,6,7,"LS06","SAFV"
1,"080013","Apricot, flesh and skin, raw","FRUITS, NUTS AND SEEDS",1,196.6,32.1,86.7,6.5,0.13,0.8,0.8,0,1.8,0.9,0.1,0,0,0.01,0.04,0.02,0,6.5,15,0.5,11,25,320,4,0.16,0.08,0.2,77,68,405,0,0.89,0.01,0.02,0.5,0.04,0,4,"LS06","SAFV"
2,"080008","Apricot jam","FRUITS, NUTS AND SEEDS",1,1111.4,263,34.5,64.1,0.112,0.7,0.7,0,0.3,0.2,0.2,NA,NA,0.01,0.11,0,NA,36.7,20,0.49,4,11,77,40,0.06,0.1,0.6,0.04,NA,NA,NA,0.13,0,0.022,0.036,NA,NA,8.8,"LS06","US18"
2,"080012","Apricot, dried, raw","FRUITS, NUTS AND SEEDS",1,1047.6,232.5,31.1,52.8,0.59,3.7,3.7,0,9,3.1,0.5,0,0,0.03,0.2,0.09,0,52.8,45,4.7,47,117,1378,10,0.74,0.43,0.7,275,87,521,0,1.5,0.01,0.15,3,0.156,10,2,"LS06","SAFV"
1,"080002","Apple, without skin, raw","FRUITS, NUTS AND SEEDS",1,249,57.1,84.5,12.9,0.03,0.2,0.2,0,1.9,0.2,0.3,0,0,0.05,0.01,0.09,0,12.9,4,0.1,3,7,113,0,0.04,0.03,0.3,23,4,24,0,0.08,0.02,0.01,0.1,0.046,0,4,"LS06","SAFV"
1,"080005","Apple, skin and core removed, raw","FRUITS, NUTS AND SEEDS",1,249.9,55.7,83.9,13,0.03,0.2,0.2,0,2.3,0.3,0.1,0,0,0.02,0,0.03,0,13,2,0.3,3,7,99,4,0.09,0.07,0.3,80,3,18,0,0.16,0.02,0.06,0.2,0.03,1,5,"LS06","SAFV"
2,"080006","Apple, dried, raw","FRUITS, NUTS AND SEEDS",1,1068.4,237.1,31.8,57.2,0.14,0.9,0.9,0,8.7,1.1,0.3,0,0,0.05,0.01,0.09,0,57.2,14,1.4,16,38,450,87,0.2,0.19,1.3,90,13,79,0,0.55,0,0.16,0.9,0.125,0,4,"LS06","SAFV"
2,"080007","Apple, golden delicious, raw","FRUITS, NUTS AND SEEDS",1,252.9,56.8,83.5,13.5,0.03,0.2,0.2,0,2.5,0.3,0,0,0,0.01,0,0.01,0,13.5,2,0.3,3,7,104,6,0.19,0.08,0.3,90,3,17,0,0,0.03,0.01,0.2,0.04,1,7,"LS06","SAFV"
1,"080015","Banana, raw","FRUITS, NUTS AND SEEDS",1,403.8,85.1,74.9,18.8,0.21,1.3,1.3,0,1.7,0.8,0.3,0,0,0.12,0.03,0.06,6.4,12.4,2,0.6,21,20,241,1,23,0.05,1.1,310,16,95,0,0.27,0.03,0.02,0.7,0.295,19,12,"LS06","SAFV"
2,"080016","Banana,  sliced, sun dried","FRUITS, NUTS AND SEEDS",1,1544.56,347.28,3,78.38,0.6224,3.89,3.9,0,9.9,3.02,1.8,0,0,0.698,0.153,0.337,NA,47.3,22,1.15,108,74,1491,3,0.61,0.391,0.574,3.9,NA,NA,NA,0.39,0.18,0.24,2.8,NA,NA,7,"LS06","US18"
2,"080018","Fruit salad, raw","FRUITS, NUTS AND SEEDS",1,209.1027,46.883783796,86.2864864864865,10.339189189,0.103513513513514,0.65675676,0.656756756756757,0,2.13378378,0.4013514,0.1,0,0,0.0140540540540541,0.00783783783783784,0.0239189189189189,0,10.3391891891892,9.081081,0.262162162162162,7.162162,13.51351,165.9864865,2.98648648648649,0.11027027027027,0.0839189189189189,0.302702702702703,56.4189189189189,5.32432432432432,31.9594594594595,0,0.375,0.0421621621621622,0.0241891891891892,0.263513513513513,0.0340540540540541,8.25675675675676,15.1216216216216,"LS06","Recipe"
2,"080021","Grape, seeds and skin, raw","FRUITS, NUTS AND SEEDS",1,283.2,64.5,81.8,14.7,0.11,0.7,0.7,0,2,0.6,0.1,0,0,0.03,0,0.03,0,14.7,6,0.3,7,19,215,2,0.06,0.08,0.2,40,3,17,0,0.66,0.06,0.01,0.2,0.06,4,3,"LS06","SAFV"
2,"080023","Guava, without skin, raw","FRUITS, NUTS AND SEEDS",1,218.8,38.7,82.7,7.7,0.13,0.8,0.8,0,7.9,0.6,0.3,0,0,0.09,0.03,0.13,0.1,7.6,8,0.4,10,23,264,1,0.15,0.15,NA,180,10,57,0,0.14,0.05,0.02,1.2,0.075,19,347,"LS06","SAFV"
2,"080024","Guava, seeds and skin, raw","FRUITS, NUTS AND SEEDS",1,283.2,64.5,81.8,14.7,0.11,0.7,0.7,0,2,0.6,0.1,0,0,0.03,0,0.03,0,14.7,6,0.3,7,19,215,2,0.06,0.08,0.2,40,3,17,0,0.66,0.06,0.01,0.2,0.06,4,3,"LS06","SAFV"
1,"080026","Mango and orange juice","FRUITS, NUTS AND SEEDS",1,232.47,56.5,86.2,13.1,0.048,0.3,0.3,0,0.1,0.19,0.1,0,0,0,0,0,NA,0,5,0.4,7,12,75,2,0.33,0.01,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"LS06","SA91"
2,"080033","Orange, raw","FRUITS, NUTS AND SEEDS",1,195.9,42.9,86.5,9.2,0.13,0.8,0.8,0,3.2,0.4,0.1,0,0,0.01,0.02,0.02,0,9.2,30,0.3,8,19,176,1,0.22,0.1,0.5,85,4,23,0,0.19,0.08,0.02,0.3,0.04,30,53,"LS06","SAFV"
1,"080032","Orange juice","FRUITS, NUTS AND SEEDS",1,194.3,47.4,88.3,10.2,0.11,0.7,0.7,0,0.2,0.4,0.2,0,0,0.02,0.04,0.04,0,10.2,11,0.2,11,17,200,1,0.05,0.04,0.2,14,3,17,0,0.09,0.09,0.03,0.4,0.04,30,50,"LS06","SAFV"
1,"080040","Peach, flesh and skin, raw","FRUITS, NUTS AND SEEDS",1,184.6,40.1,87.8,8.6,0.11,0.7,0.7,0,2,0.4,0.1,0,0,0,0,0.01,0,8.6,4,0.3,8,17,201,4,0.09,0.08,0.4,50,6,39,0,0.7,0.02,0.02,0.6,0.01,2,8,"LS06","SAFV"
2,"080037","Peach, dried, raw","FRUITS, NUTS AND SEEDS",1,1059.1,236,31.8,53.1,0.58,3.6,3.6,0,8.2,2.5,0.8,0,0,0.08,0.28,0.37,0,53.1,28,4.1,42,119,996,7,0.57,0.36,6.5,305,60,359,0,0,0,0.21,4.4,0.067,0,5,"LS06","SAFV"
2,"080042","Peanut butter","FRUITS, NUTS AND SEEDS",1,2568.65,609.2,1.4,14.7,3.936,24.6,24.6,0,6,3.15,50,0,0,10.12,20.42,17.01,NA,3.5,34,1.7,157,328,721,478,2.51,0.56,NA,1.54,0,NA,0,4.7,0.14,0.1,13.1,0.378,78,0,"LS06","SA91"
1,"080046","Pear, core and skin removed, raw","FRUITS, NUTS AND SEEDS",1,253.8,61.7,83.4,14.4,0.05,0.3,0.3,0,3,0.2,0.1,0,0,0.01,0.02,0.02,0,14.4,5,0.4,4,9,85,3,0.14,0.1,1,95,3,18,0,0.18,0.02,0.01,0.3,0.01,1,4,"LS06","SAFV"
2,"080049","Pineapple, core and skin removed, raw","FRUITS, NUTS AND SEEDS",1,228.9,52.9,85.3,12.1,0.06,0.4,0.4,0,1.8,0.4,0.1,0,0,0.01,0.01,0.03,0,12.1,4,0.3,10,6,159,1,0.03,0.04,0.7,440,5,31,0,0,0.08,0.02,0.3,0.055,16,43,"LS06","SAFV"
1,"080052","Pumpkin seeds, raw","FRUITS, NUTS AND SEEDS",1,2392.01,568.45,6.29,13.91,3.9264,24.54,24.54,0,3.9,4.88,45.85,0,0,8.674,14.258,20.904,NA,1,43,14.97,535,1174,807,18,7.46,1.387,5.6,3.021,NA,NA,NA,0,0.21,0.32,1.745,0.224,58,1.9,"LS06","US18"
1,"080053","Pumpkin seeds, roasted","FRUITS, NUTS AND SEEDS",1,1614.11,322.6,4.5,17.9,2.976,18.6,18.6,0,35.9,4.37,19.4,0,0,3.67,6.03,8.84,NA,0,55,3.3,262,92,919,18,10.3,0.69,5.6,3.016,3,NA,NA,NA,0.09,0.07,0.9,0.09,32,0,"LS06","SA91"
2,"080054","Quinces, raw","FRUITS, NUTS AND SEEDS",1,253.5,58.1,83.8,13.4,0.06,0.4,0.4,0,1.9,0.4,0.1,0,0,0.01,0.04,0.05,0,13.4,11,0.7,8,17,197,4,0.04,0.13,0.1,45,0,0,0,0.55,0.02,0.03,0.2,0.04,3,15,"LS06","SAFV"
2,"080059","Strawberry, raw","FRUITS, NUTS AND SEEDS",1,138.5,31.5,90.7,6,0.11,0.7,0.7,0,1.9,0.5,0.3,0,0,0.02,0.04,0.15,0,6,9,0.7,11,28,170,4,0.16,0.14,0.3,340,1,7,0,0.12,0.03,0.02,0.3,0.04,37,58,"LS06","SAFV"
2,"080061","Watermelon, raw","FRUITS, NUTS AND SEEDS",1,126.4,30.1,91.8,5.9,0.14,0.9,0.9,0,1.1,0.3,0.1,0,0,0.01,0.02,0.03,0,5.9,3,0.1,10,5,137,4,0.09,0.09,0.1,25,11,65,0,0.15,0.03,0.01,0,0.03,4,6,"LS06","SAFV"
2,"090001","Animal fat, chicken","FATS AND OILS",1,3692.6,900.2,0.2,0,0,0,0,0,0,0,99.8,0.085,8.5e-05,29.8,44.7,20.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,"LS06","SA91"
2,"090004","Hard margarine","FATS AND OILS",1,3051.6,744.6,15.2,0.4,0.048,0.3,0,0.3,0,2,82.2,0,0,18.92,42,17.34,NA,0,6,0,1,0,9,1530,0,0,NA,NA,750,NA,5,15,0,0,0,0,0,0,"LS06","SA91"
2,"090006","Mayonnaise, salad dressing, retail","FATS AND OILS",1,2132.3,527.2,36.2,8.7,0.18,1.1,0,1.1,0,1.9,54,0.059,5.9e-05,6.83,10.03,34.68,NA,7.3,6,0.2,1,21,13,354,0.08,0.02,NA,0,81,NA,0.26,14.88,0.02,0.06,0,0.008,3,NA,"LS06","SA91"
1,"090007","Sunflower oil","FATS AND OILS",1,3700,902,0,0,0,0,0,0,0,0,100,0,0,12.65,18.57,64.22,0,NA,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,39.22,0,0,0,0,0,NA,"LS06","SA91"
2,"100001","Atchar, mango","SOUPS AND SAUCES",1,1312,299.7,34.8,49.5,0.064,0.4,0.4,0,1.6,0,10.9,0,0,NA,NA,NA,0,0,23,2.3,27,0,57,1090,0.1,0.1,0,0,21,NA,0,0,0.02,0.03,0.1,0,0,1,"LS06","Food Finder"
2,"100003","Chutney, tomato","SOUPS AND SAUCES",1,695.5,166.1,58.2,39.7,0.176,1.1,1.1,0,1.9,0,0.1,0,0,0,0,0,NA,0,30,1.1,20,39,310,130,0.2,0.14,0,NA,60,NA,0,0.8,0.04,0.05,0.5,0.09,11,8,"LS06","Food Finder"
1,"100004","Gravy, tomato, onion, with sunflower oil, stewed","SOUPS AND SAUCES",1,964.1679,234.060509732,66.2424587706147,3.873043478,0.120983508245877,0.77775112,0.777751124437781,0,1.04485757,4.3915442,23.71748126,0,0,3.00494752623688,4.39782908545727,15.1952143928036,0,3.26026986506747,12.491154,0.255322338830585,12.726837,23.52894,191.0989505,1550.39580209895,0.177547226386807,0.0801319340329835,0.3928035982009,89.5592203898051,25.2179910044978,145.180209895052,0,9.77138230884558,0.025767916041979,0.0479220389805097,0.589205397301349,0.0636341829085457,5.30284857571214,9.78866566716642,"LS06","Recipe"
1,"100009","Tomato sauce/Ketchup style","SOUPS AND SAUCES",1,504.9,107.9,67.7,24.6,0.192,1.2,1.2,0,1.8,2,0.3,0,0,0.05,0.05,0.14,NA,4.25,18,0.7,21,38,465,582,0.22,0.2,NA,130,99,NA,NA,NA,0.09,0.07,1.2,0.169,14,2,"LS06","SA91"
2,"110011","Chocolate, kit kat","SWEETS AND CONFECTIONERIES",1,2188.14,514.2,1.3,60.5,1.312,8.2,1,7.2,NA,1.28,26.6,NA,NA,13.8,9.7,1.6,NA,54.5,200,1.5,52,190,330,110,1.1,0.28,NA,0.3,8,NA,0,1.03,0.11,0.44,0.5,0.06,NA,0,"LS06","SA91"
2,"110004","Ice cream, regular, 10% fat","SWEETS AND CONFECTIONERIES",1,867.7,209.4,61,23.6,0.55,3.5,3.5,0,0,0.9,11,0.044,4.4e-05,6.79,3.17,0.41,0,21.5,128,0.1,14,105,199,80,0.69,0.02,2.6,8,117,154,0.12,0,0.04,0.24,0.1,0.048,5,1,"LS06","SA99"
2,"110005","Ice cream, rich, 16% fat","SWEETS AND CONFECTIONERIES",1,1038,251.4,57.2,22.4,0.55,3.5,3.5,0,0,0.8,16.2,0.061,6.1e-05,9.97,4.66,0.6,0,20.4,117,0.1,11,95,159,56,124,0.03,2.6,8,184,243,0.13,0,0.04,0.16,0.1,0.038,5,1,"LS06","SA99"
2,"110007","Ice cream, sorbet/non dairy, 8% fat","SWEETS AND CONFECTIONERIES",1,746.9,180.3,65.3,21.8,0.5,3.2,3.2,0,0,1,8.7,0.007,7e-06,4.4,3.2,0.8,0,18.2,120,0.1,13,100,170,76,0.3,0,NA,0,2,6,0,0.84,0.04,0.24,0.1,0.07,8,1,"LS06","SA99"
1,"110012","Jelly, powder","SWEETS AND CONFECTIONERIES",1,1176.4,276.4,29.9,62.5,0.976,6.1,0,6.1,0,0.9,0,0,0,0,0,0,0,62.5,32,1.7,4,7,25,25,NA,0.16,NA,NA,0,NA,0,0,0,0,0,0,0,0,"LS06","SA99"
2,"110002","Jelly dessert, prepared with water","SWEETS AND CONFECTIONERIES",1,162.2621,39.84827586,90.2448275862069,8.620689655,0.134620689655172,0.84137931,0,0.8413793,0,0.2103448,0,0,0,0,0,0,0,8.62068965517241,6.137931,0.23448275862069,1.413793,0.9655172,3.4482759,5.17241379310345,0,0.0281034482758621,0,0,0,0,0,0,0,0,0,0,0,0,"LS06","Recipe"
1,"110008","Sugar, granulated, brown","SWEETS AND CONFECTIONERIES",1,1649,387.6,2.1,96.4,0,0,0,0,0,0.9,0,0,0,0,0,0,NA,96.4,85,3.4,15,19,344,30,NA,0.06,NA,NA,0,NA,0,0,0.01,0.03,0.2,0,0,0,"LS06","SA91"
1,"110009","Sugar, granulated, white","SWEETS AND CONFECTIONERIES",1,1691.5,400,0.5,99.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,99.5,0,0.1,0,0,3,1,NA,0.02,NA,NA,0,NA,0,0,0,0,0,0,0,0,"LS06","SA91"
2,"110010","Sweets, mashmellow","SWEETS AND CONFECTIONERIES",1,1400.8,331.6,17.3,80.4,0.32,2,0,2,0,0.3,0,0,0,0.02,0,0,NA,80.4,18,1.6,NA,6,6,39,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,0,"LS06","SA91"
1,"120001","Baby cereal, containing milk dry cerelac","BABY FOODS",1,1779.8,421,2.5,69,2.48,15.5,15.5,0,1.5,2.6,9,NA,NA,NA,NA,NA,NA,14,448,7.5,NA,374,497,255,NA,NA,NA,NA,300,NA,5,2,0.8,0.3,4,3,22,35,"LS06","SA91"
1,"120005","Baby cereal, wheat dry nestum-1","BABY FOODS",1,1594.8,373.7,3,80,1.6,10,10,0,4,2.6,1.3,0,0,0.19,0.11,0.57,NA,0,130,15,85,114,130,69,2.73,0.51,NA,1520,210,NA,6.25,3.33,0.55,NA,8,0.405,19,65,"LS06","SA91"
1,"120017","Baby formula, soy-based, isomil, powder","BABY FOODS",1,2089.83,518.4,2,52.4,2.192,13.7,13.7,0,0,8.01,28,0,0,12.31,6.63,7.6,NA,20.8,538,9.2,13.7,0,28,12.31,6.63,7.6,NA,0,461,NA,7.68,8.76,0.31,0.46,6.9,0.307,77,42,"LS06","SA91"
1,"120018","Baby formula, whey predominant, nan powder","BABY FOODS",1,2034.61,509.4,3,57.9,1.824,11.4,0,11.4,NA,7.67,25.8,NA,NA,9.8,NA,NA,NA,0,230,6.1,34,160,500,120,3.8,0.3,NA,40,460,NA,7.5,4.07,0.3,0.7,3.8,0.4,46,41,"LS06","SA91"
1,"120012","Wheat bran, with fresh milk, boiled  (Nepe)","BABY FOODS",1,275.972,49.065633886,78.278268847646,5.569964349,0.0718559295375904,3.97467233,3.51370976197966,0.4609626,9.67117542,1.529763,0.98745413,0.000271154451085247,2.71154451085247e-07,0.157269581629443,0.150716682394883,0.501183810422565,0,0.756972842612981,35.430848,2.38841878997588,140.683968,242.5928,289.5929538,9.76156023906889,1.6969749397085,0.23477456223131,17.8193666771521,2.8697179406522,0.135577225542623,0,0,0.342106534607495,0.074160742371815,0.0896165460836741,1.8490022019503,0.179910978295061,9.2644437454126,0.135577225542623,"LS06","Recipe"
2,"130001","Five roses tea, brewed","BEVERAGES, NON-ALCOHLIC",1,5.1,3.2,99.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,1,37,3,0.02,0.01,NA,NA,0,NA,0,NA,0,0.1,0,0,5,0,"LS06","SA91"
1,"130002","Fermented thin porridge (Mahleu)","BEVERAGES, NON-ALCOHLIC",1,128,33.4,78.6828741586332,6.8,0.096,0.6,0.6,0,0.2,0.4947712,0.2,0,0,0,0.00965670775966861,NA,NA,NA,7.729387,1.33103255277035,2.078089,5.435196,17.9112706,4,0.454315056713007,0.0124886384505733,0.0908378832974292,0.00207306372670482,0,0.201024361377437,0,0,0.0453812495809563,0.0456450940552642,0.338788869033911,0.00584227050253175,8.81994385543503,0.00113076203274808,"LS06",NA
1,"130004","Ginger, powdered, brewed (Khemere)","BEVERAGES, NON-ALCOHLIC",0.89,195.0062,47.763480678,88.394364640884,11.316519337,0.00806187845303867,0.05038674,0,0,0.06906077,0.1368508,0.03287293,NA,NA,0.0107182320441989,0.00552486187845304,0.00723756906077348,0,11.0132044198895,2.850829,0.0746961325966851,2.121547,0.8176796,7.7513812,2.49723756906077,0.0260773480662983,0.0125966850828729,0.179558011049724,0.146408839779006,0,0,0,0.0995580110497238,0,0.00102209944751381,0.0284806629834254,0.00464088397790055,0.215469613259669,0.0386740331491713,"LS06","Recipe"
2,"130003","Mint, herbal tea","BEVERAGES, NON-ALCOHLIC",1,5.1,2.8,99.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,NA,4,3,0.02,0.04,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LS06","SA91"
2,"130005","Roibos tea, brewed","BEVERAGES, NON-ALCOHLIC",1,5.1,2.8,99.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,0,1,0,1,NA,4,3,0.02,0.04,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LS06","SA91"
1,"130006","Sorghum beverage, soured,  (motoho)","BEVERAGES, NON-ALCOHLIC",1,352.0183,84.091564666,78.6828741586332,17.485978434,0.0230976991222675,2.22898325,2.08462262748402,0,1.01592687,0.4947712,0.35907977,0,0,0.00224267803161703,0.00965670775966861,NA,14.353139402349,2.98119128018594,7.729387,1.33103255277035,2.078089,5.435196,17.9112706,12.450946382815,0.454315056713007,0.0124886384505733,0.0908378832974292,0.00207306372670482,0,0.201024361377437,0,0,0.0453812495809563,0.0456450940552642,0.338788869033911,0.00584227050253175,8.81994385543503,0.00113076203274808,"LS06","Recipe"
