"fdc_id","food_group","food_desc","source_fct","nutrient_data_source","waste_per","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","XN","NTg","PROCNTg","Protein labeling (g)","CHOCDFg","CHOAVLDFg","Carbohydrate, declaration (g)","Added sugar (g)","FIBTGg","FAT_g","Fatty acid conversion factor (FCF) (-)","ALC_g","ASHg","Dry matter (g)","WATERg","VITA_RAEmcg","RETOLmcg","CARTBmcg","VITDEQmcg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg","VITEmg","TOCPHAmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","Vitamin K1 (µg)","THIAHCLmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","VITB6Cmg","Pantothenic (mg)","Biotin (µg)","FOL_mcg","Folate, free (NA)","VITB12mcg","VITCmg","ASCLmg","ASCDLmg","Sulfur, S (mg)","Chloride, Cl (mg)","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","IDmcg","MNmg","CRmcg","SEmcg","MOmcg","Cobalt, Co. (µg)","Nickel, Ni (µg)","Fluoron, F (µg)","Silicon, Si (mg)","Rubidium, Rb (µg)","Aluminum, Al (mg)","Boron, B (µg)","Bromine, Br (µg)","Mercury Hg (µg)","Arsenic, As (µg)","Arsen inorganic (µg)","Cadmium, Cd (µg)","Lead, Pb (µg)","Tin, Sn (µg)","L-lactic acid (g)","D-lactic acid (g)","Lactic acid, total (g)","Citric acid (g)","Oxalic acid (mg)","Malic acid (mg)","Benzoic acid (mg)","Organic acids, tot. (g)","Histamine (mg)","Tyramine (mg)","Phenylethylamine (mg)","Putrescin (mg)","Cadaverine (mg)","Spermine (mg)","Spermidine (mg)","Serotonin (mg)","Fructose (g)","Galactose (g)","Glucose (g)","Monosaccharides, total (g)","Lactose (g)","Maltose (g)","Sucrose (g)","Disaccharides total (g)","SUGARg","Other sugars (g)","Sugars, total (g)","Sorbitol (g)","Inositol (mg)","Maltitol (g)","Sugar alcohols, total (g)","Starch (g)","IDF (g)","SDFP (g)","SDFS (g)","Hexose (g)","Pentose (g)","Uronic Acid (g)","Cellulose (g)","Lignin (g)","Crude fibers (g)","Neutr.Det.Fibre (NDF) (g)","C4: 0 (g)","C6: 0 (g)","C8: 0 (g)","C10: 0 (g)","C12: 0 (g)","C13: 0 (g)","C14: 0 (g)","C15: 0 (g)","C16: 0 (g)","C17: 0 (g)","C18: 0 (g)","C20: 0 (g)","C21:0 (g)","C22: 0 (g)","C23:0 (g)","C24: 0 (g)","Saturated F.A., other (g)","C12:1,n-1 (g)","C14: 1 n-5 (g)","C15: 1 (g)","C16: 1 n-7 (g)","C17: 1 n-7 (g)","C18: 1 n-9 (g)","C18: 1 n-7 (g)","C20: 1 n-9 (g)","C20: 1 n-11 (g)","C22: 1 n-9 (g)","C22: 1 n-11 (g)","C24: 1 n-9 (g)","Other monounsaturated. (g)","C18: 2 n-6 (g)","C18: 2 conj-A, undifferentiated (g)","C18: 3 n-3 (g)","C18: 3 n-6 (g)","C18: 4, n-3 (g)","C20: 2 n-6 (g)","C22:2,n-6 (g)","C22:4,n-6 (g)","C22:5,n-6 (g)","C20: 3 n-3 (g)","C20: 4, n-3 (g)","C20: 3 n-6 (g)","C20: 4, n-6 (g)","F20D5N3g","C22: 5, n-3 (g)","F22D6N3g","Other polyunsaturated (g)","C14: 1 trans-9 (g)","C16: 1 trans (g)","C18: 1 trans-n-9 (g)","C20: 1 trans (g)","C22: 1 trans (g)","C18: 2, trans, undifferentiated (g)","Other fatty acids (g)","FASAT","FAMSg","FAPUg","FATRNg","Fatty acids, total (g)","Sum n-3 fatty acids (g)","Sum n-6 fatty acids (g)","CHOLEmg","Isoleucine (mg)","Leucine (mg)","Lysine (mg)","Methionine (mg)","Cystine (mg)","Phenylalanine (mg)","Tyrosine (mg)","Threonine (mg)","TRPmg","Valin (mg)","Arginine (mg)","Histidine (mg)","Alanine (mg)","Aspartic acid (mg)","Glutamic acid (mg)","Glycine (mg)","Proline (mg)","Hydroxyproline (g)","Serin (mg)","specific_gravity"
"16","Soft fruit","Blueberries, raw","DK19","None listed","2",0.98,"219","52","6.25","0.112","0.7","0.7","11.9","10.4","10.4","0","1.5","0.5","0.8","0","0.2","13.3","86.7","1.08","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.03",NA,"0.03","0.58699999999999997","0.4","0.06","0.16",NA,"6","2","0","44","44",NA,NA,NA,"3","103","15","7","9","0.8","0.11","0.1","1.2","3.3","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160",NA,"0.01","0",NA,NA,NA,NA,NA,"3.0000000000000001E-3","4.7300000000000004",NA,"4.7300000000000004","9.4700000000000006","0","0","3.3300000000000003E-2","3.3300000000000003E-2",NA,NA,"9.5","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Leaf and stem vegetables","Broccoli, raw","DK19","None listed","17",0.83,"148","35","6.25","0.56899999999999995","3.6","3.6","6.3","3.1","2.1","0","3.2","0.2","0.8","0","1","11.1","88.9","44.4","0","533","0","0",NA,NA,NA,"1.45","1.45",NA,NA,NA,"260","8.6900000000000005E-2",NA,"0.11","1.23","0.56999999999999995","0.223","0.68899999999999995","7.35","239",NA,"0","117","112","5.19",NA,NA,"12.4","389","44.4","20.8","78.2","0.69499999999999995","0.05","0.42399999999999999","0.156","0.26400000000000001","0.34300000000000003","2.44","0",NA,"9.4700000000000006",NA,NA,NA,NA,NA,NA,"1.01E-2","0.42",NA,"0.875","0.26400000000000001",NA,NA,NA,NA,NA,NA,NA,"1.5",NA,"0.01",NA,NA,NA,NA,NA,NA,"0.02","1.05",NA,"0.93","1.98",NA,"0","8.8499999999999995E-2","8.8499999999999995E-2","0","0","2.0699999999999998",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0.83","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.192",NA,NA,"0","137","188","182","51","40","131",NA,"154","40","171","222","80",NA,NA,NA,NA,NA,NA,NA,NA
"18","Soft fruit","Blackberry, raw","DK19","None listed","4",0.96,"153","37","6.25","0.224","1.4","1.4","7.7","3.4","4.5","0","4.3","1","0.8","0","0.4","10.5","89.5","16.7","0","200","0","0",NA,NA,NA,"5.5","5.5",NA,NA,NA,NA,"1.7000000000000001E-2",NA,"0.05","0.69399999999999995","0.5","0.05","0.25","0.4","34",NA,"0","15","15",NA,NA,NA,"2","266","27","23","37","0.55000000000000004","0.12","0.53","0.4","0.64600000000000002","1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.33",NA,"2.17","4.5",NA,"0","0","0",NA,NA,"4.5","0",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"4.0999999999999996","4.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Legumes","Beans, brown, dried, raw","DK19","None listed","0",1,"1313","312","6.25","3.024","18.899999999999999","18.899999999999999","63.4","45.6","45.6","0","17.8","2","0.8","0","3.4","87.7","12.3","1.08","0","13","0","0",NA,NA,NA,"0.34","0.34",NA,NA,NA,"170","0.35",NA,"0.14000000000000001","5.93","2","0.41499999999999998","0.5","0.5","140","24","0","0","0",NA,NA,NA,"8","1330","77.3","131","477","5","0.5","2","1.9","2","11.4","8.8000000000000007",NA,NA,"273",NA,NA,NA,NA,NA,NA,"0.1","0",NA,"1.59","6.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6",NA,NA,"0","877","1330","1360","172","124","937","423","786","236","1910","907","484","726","227","2480","696","696",NA,"1180",NA
"20","Legumes","Beans, wax, raw","DK19","None listed","12",0.88,"148","35","6.25","0.33600000000000002","2.1","2.1","7.1","5.3","5.3","0","1.8","0.2","0.8","0","0.6","10","90","4.58","0","55","0","0",NA,NA,NA,"0.45","0.45",NA,NA,NA,NA,"7.4999999999999997E-2",NA,"0.125","1.05","0.6","0.1","0.05","0.7","100","8","0","21","21",NA,NA,NA,"6","209","45","27","38","1.1000000000000001","7.0000000000000007E-2","0.4","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.16",NA,NA,"0","81","118","111","28","7","57","47","91","27","104","77","33","84","336","218","64","60",NA,"165",NA
"21","Tropical or subtropical fruit","Lemon, raw","DK19","None listed","35",0.65,"187","44","6.25","0.08","0.5","0.5","9.9","8.6999999999999993","3.1","0","1.2","1.1000000000000001","0.8","0","0.3","11.8","88.2","1.67","0","20","0","0",NA,NA,NA,"0.8","0.8",NA,NA,NA,NA,"4.4999999999999998E-2",NA,"0.03","0.24099999999999999","0.2","0.06","0.23","0.5","32","7","0","49","49",NA,NA,NA,"3","175","35.1","9","20.7","0.08","5.2999999999999999E-2","0.13","0.3","0.04","0.2","0.12",NA,NA,"6.65",NA,NA,NA,NA,NA,NA,"0.13","0.04",NA,"3.5499999999999997E-2","0.4",NA,NA,NA,NA,"4.8",NA,NA,NA,"4.8",NA,NA,NA,NA,NA,NA,NA,"3.0000000000000001E-3","0.95699999999999996",NA,"1.07","2.0299999999999998",NA,NA,"1.0900000000000001","1.0900000000000001",NA,NA,"3.11","0",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0.4",NA,"0","0","0","0","0",NA,"7.0000000000000001E-3",NA,"0.223",NA,"1.2999999999999999E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.0000000000000001E-3",NA,"6.3E-2",NA,NA,"0","0",NA,NA,NA,"0.40100000000000002",NA,"0.16600000000000001",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0.24299999999999999","7.0000000000000007E-2","0.56699999999999995",NA,"0.88","0.16600000000000001","0.40100000000000002","0","14","12","25","7","6","18","10","7","2","18","30","7","29","69","57","48","26",NA,"14",NA
"22","Herbs","Dill, raw","DK19","None listed","52",0.48,"201","48","6.25","0.55400000000000005","3.5","3.5","7","4.9000000000000004","4.9000000000000004","0","2.1","1.1000000000000001","0.8","0","2.5","14.1","86","499","0","5980","0","0",NA,NA,NA,"1.7","1.7",NA,NA,NA,NA,"0.19",NA,"0.43","3.51","2.4","0.3","0.3","0.4","116","41","0","70","70",NA,NA,NA,"27","647","202","28","51.9","5.5","0.22","1.8","3.9","2.7","20.3","2.7","0",NA,"5.7",NA,NA,NA,NA,NA,NA,"0","2",NA,"8.1999999999999993","16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E-3",NA,"1E-3",NA,"4.5999999999999999E-2",NA,"8.0000000000000002E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.0000000000000001E-3",NA,"0.747",NA,NA,NA,NA,NA,NA,NA,"7.6999999999999999E-2",NA,"1.2E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.6000000000000001E-2","0.751","8.8999999999999996E-2",NA,"0.89600000000000002","1.2E-2","7.6999999999999999E-2","0",NA,NA,NA,NA,NA,NA,NA,NA,"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Leaf and stem vegetables","Kale, raw","DK19","None listed","46",0.54,"252","60","6.25","0.745","4.7","4.7","10.9","4.7","2","0","6.2","1.1000000000000001","0.8","0","1.8","18.5","81.5","421","0","5050","0","0",NA,NA,NA,"5.4","5.4",NA,NA,NA,"250","0.15",NA,"0.28999999999999998","3.98","2.8","0.35","1","36","60","44","0","169","169",NA,NA,NA,"35","264","219","20","73.900000000000006","2","9.0999999999999998E-2","0.62","1.4","0.5","8.3000000000000007","2.1","2",NA,"13.5",NA,NA,NA,NA,NA,NA,"0.88","1.94",NA,"2.96","8.0299999999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.94",NA,"0.76","1.7",NA,"0","0.2","0.2","0.12","0","1.9",NA,NA,NA,NA,"0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14799999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3000000000000002E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19700000000000001",NA,"0.54300000000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14799999999999999","3.3000000000000002E-2","0.73899999999999999",NA,"0.92","0.54300000000000004","0.19700000000000001","0","179","298","253","54","22","201","112","179","71","253","216","89","276","350","410","201","268",NA,"186",NA
"24","Root and tuber vegetables","Carrot, raw","DK19","None listed","16",0.84,"152","36","6.25","0.11","0.7","0.7","8.9","6","6.2","0","2.9","0.4","0.8","0","0.7","10.7","89.3","816","0","9790","0","0",NA,NA,NA,"0.55000000000000004","0.55000000000000004",NA,NA,NA,"13.2","0.04",NA,"3.3000000000000002E-2","1.1000000000000001","1","0.11899999999999999","0.28000000000000003","3.4","63","15","0","7.01","5.01","2",NA,NA,"66","286","24.6","9.6","33.1","0.24","3.5999999999999997E-2","0.19","3","0.36","0.8","0.1","0",NA,"4.55",NA,NA,NA,NA,NA,NA,"0.16","0.18",NA,"1.74","1.4",NA,NA,NA,NA,NA,NA,NA,"0.03",NA,"0.01",NA,NA,NA,NA,NA,NA,"3.0000000000000001E-3","1.4",NA,"1.52","2.92",NA,"0","3.26","3.26","0","0","6.18",NA,NA,NA,NA,"0",NA,NA,NA,"0.64","0.32","0.71","0.95","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.2999999999999995E-2",NA,"6.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,"0.20599999999999999",NA,"2.9000000000000001E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9000000000000001E-2","6.0000000000000001E-3","0.23499999999999999",NA,"0.32","2.9000000000000001E-2","0.20599999999999999","0","20","26","24","6","1","18","9","18","6","30","22","8","53","97","126","19","16",NA,"24",NA
"25","Marine fish","Garfish, raw","DK19","None listed","42",0.58,"450","107","6.25","3.2240000000000002","19.5","19.5","0","0","0",NA,"0","3.2","0.81","0","1.2","23.9","76.099999999999994","3.1","3.1","0","5.16","5.16",NA,"0",NA,"0.76","0.76",NA,NA,NA,"0","0",NA,"0.105","10.8","7.1","0.40500000000000003","0.48","4.2","1","1","7.7","0.433","0.433",NA,NA,NA,"62","301","79","23.4","213","0.61","6.4000000000000001E-2","2.72","19","1.7999999999999999E-2","6","29.5",NA,NA,"2.2000000000000002",NA,NA,NA,NA,NA,NA,"7.62","37.1",NA,"0.218","0.44900000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"6.9000000000000006E-2","1E-3","0.48199999999999998",NA,"8.7999999999999995E-2","0",NA,"0",NA,"0",NA,NA,NA,NA,"0.17399999999999999",NA,"0.54800000000000004","8.2000000000000003E-2","0.03",NA,"0","1.4999999999999999E-2","2.8000000000000001E-2",NA,"0.08",NA,"3.7999999999999999E-2",NA,"2.5000000000000001E-2","1.0999999999999999E-2",NA,NA,NA,NA,"1.4E-2","0","2.5000000000000001E-2","0.11899999999999999","8.4000000000000005E-2","0.64900000000000002",NA,NA,NA,NA,NA,NA,NA,"4.4999999999999998E-2","0.64","0.876","1.044",NA,"2.605","0.92900000000000005","0.115","85","967","1450","1770","580","164","774","709","871","222","1100","1260","677","1320","1840","2550","1100","709",NA,"838",NA
"26","Leaf and stem vegetables","Cabbage, white, raw","DK19","None listed","8",0.92,"133","32","6.25","0.19600000000000001","1.2","1.2","7.3","5.0999999999999996","4.5","0","2.2999999999999998","0.2","0.8","0","0.6","9.4","90.6","2.92","0","35","0","0",NA,NA,NA,"0.02","0.02",NA,NA,NA,"76","4.9299999999999997E-2",NA,"3.5499999999999997E-2","0.55000000000000004","0.4","0.156","0.21","1.2","77",NA,"0","45.8","45.8",NA,NA,NA,"6","240","50.9","10.9","30.1","0.30499999999999999","1.9E-2","0.14499999999999999","0.7","0.24","1.7","0.76700000000000002","0",NA,"2.7",NA,NA,NA,NA,NA,NA,"0.09","0.12",NA,"0.28299999999999997","0.5",NA,NA,NA,NA,NA,NA,NA,"0.03",NA,"0.01",NA,NA,NA,NA,NA,NA,NA,"1.88",NA,"2.48","4.3600000000000003","0","0","0.14000000000000001","0.14000000000000001","0","0","4.5",NA,NA,NA,NA,"0.03",NA,NA,NA,"0.27","0.37","0.82","0.71","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.6999999999999998E-2",NA,"4.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1E-2",NA,"8.4000000000000005E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.1000000000000002E-2","4.0000000000000001E-3","0.115",NA,"0.16","8.4000000000000005E-2","3.1E-2","0","27","35","35","9","5","22","12","24","9","45","67","22","61","110","292","27","57",NA,"51",NA
"27","Soft fruit","Rose hip, raw","DK19","None listed","32",0.68,"332","79","6.25","9.6000000000000002E-2","0.6","0.6","21.1","15","15","0","6.1","0.5","0.8","0","0.9","23.1","76.900000000000006","950","0","11400","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06",NA,"7.0000000000000007E-2","0.54200000000000004","0.5","0.05",NA,NA,NA,NA,"0","840","840",NA,NA,NA,"24","410","184","28","35","0.2","0.18","0.92","1","1.2","3","0.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.3",NA,"6.3","12.6",NA,NA,"1.44","1.44",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Soft fruit","Elderberry, raw","DK19","None listed","17",0.83,"281","67","6.25","0.106","0.7","0.7","18.399999999999999","11.6","11.6","0","6.8","0.5","0.7","0","0.6","20.2","79.8","27.1","0","325","0","0",NA,NA,NA,"1","1",NA,NA,NA,NA,"7.0000000000000007E-2",NA,"0.06","1.97","1.7","0.18","0.14000000000000001","1.8","12","17","0","29","29",NA,NA,NA,"8","321","47.4","32","55.8","0.9","6.2E-2","0.21","2.5",NA,"4.0999999999999996","0.6",NA,NA,"4.7699999999999996",NA,NA,NA,NA,NA,NA,"0.14000000000000001","0.35",NA,"0.22500000000000001","2.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.12",NA,"3.15","6.27",NA,NA,"0.25","0.25",NA,NA,"6.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5999999999999999E-2",NA,"7.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.9000000000000001E-2",NA,NA,NA,NA,NA,NA,NA,"0.157",NA,"0.13100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3000000000000002E-2","2.9000000000000001E-2","0.28799999999999998",NA,"0.35","0.13100000000000001","0.157","0","28","60","27","14","15","40","51","28","16","33","48","15","30","58","96","36","25",NA,"32",NA
"29","Stone fruit","Cherry, raw","DK19","None listed","25",0.75,"234","55","6.25","0.22","1.4","1.4","12.3","11","11.7","0","1.3","0.3","0.8","0","0.6","14.7","85.3","5.75","0","69","0","0",NA,NA,NA,"0.2","0.2",NA,NA,NA,NA,"2.5000000000000001E-2",NA,"0.03","0.32500000000000001","0.2","4.4999999999999998E-2","0.26","0.4","8","6","0","10","10",NA,NA,NA,"2","176","20.8","8","27.9","0.3","7.0000000000000007E-2","0.1","0.2","0.08","0.3","0.1",NA,NA,"1.5",NA,NA,NA,NA,NA,NA,"0.01","0.1",NA,"4.5600000000000002E-2","0.48699999999999999",NA,NA,NA,NA,NA,NA,NA,"0.8",NA,"0.01","0.03",NA,NA,NA,NA,NA,"3.0000000000000001E-3","5.4",NA,"6.1","11.5",NA,NA,"0.2","0.2",NA,NA,"11.7",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"2E-3",NA,"5.2999999999999999E-2",NA,"1.9E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E-3",NA,"0.09",NA,NA,NA,NA,NA,NA,NA,"5.1999999999999998E-2",NA,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3999999999999996E-2","9.0999999999999998E-2","0.10199999999999999",NA,"0.26700000000000002","0.05","5.1999999999999998E-2","0","24","35","46","5","4","24","15","26","7","33","20","16","37","735","46","29","40",NA,"40",NA
"30","Marine fish","Salmon, Atlantic, wild, raw","DK19","None listed","35",0.65,"666","159","6.25","2.944","18.399999999999999","18.399999999999999","4.5","4.5","0","0","0","7.5","0.74399999999999999","0","1.6","32","68","15","15","0","30","30",NA,NA,NA,"1.3","1.3",NA,NA,NA,"0","0.23",NA,"0.1","9.24","6","0.97499999999999998","2","5","26","4","6.2","1","1",NA,NA,NA,"57","330","20","24","200","0.8","0.17","1.04","30","0.04","1.54","32.200000000000003","0",NA,"2.29",NA,NA,NA,NA,NA,NA,"2.88","63.8",NA,"0.113","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.35",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,"0","0","0","0","0",NA,"0.26200000000000001",NA,"0.93300000000000005","0","0.16300000000000001","0",NA,"0",NA,"0",NA,NA,"1.4E-2",NA,"0.32600000000000001",NA,"1.4259999999999999","0",NA,"0.123","0","0.13100000000000001","7.0000000000000007E-2",NA,"0.214",NA,"0.13700000000000001",NA,"6.9000000000000006E-2","3.3000000000000002E-2",NA,NA,NA,"0",NA,"1E-3",NA,"0.36399999999999999","0.16300000000000001","0.92600000000000005",NA,NA,NA,NA,NA,NA,NA,"0.193","1.3580000000000001","2.09","1.9079999999999999",NA,"5.548","1.659","0.249","70","913","1440","1650","559","118","736","618","824","194","1060","2060","412","1120","1740","2410","883","648",NA,"707",NA
"31","Species of grain","Sweetcorn, on-the-cob, raw","DK19","None listed","64",0.36,"381","91","6.25","0.59199999999999997","3.7","3.7","16.3","13.5","23.7","0","2.8","1.8","0.94","0","0.7","22.5","77.5","3.92","0","47","0","0",NA,NA,NA,"0.8","0.8",NA,NA,NA,"0.3","0.15",NA,"0.08","0.39500000000000002","1.8","0.16","0.54","0.5","33","27","0","6.8","6.8",NA,NA,NA,"3","306","4","39","170","0.6","0.24","1.4","0.5","0.35","1","4","0",NA,"4.0999999999999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0000000000000001E-3","0.2",NA,"0.6","0.8","0","0.1","0.8","0.9",NA,"0","1.7",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"7.0000000000000001E-3","0","0.24","0","3.6999999999999998E-2","0",NA,"0",NA,NA,NA,NA,"0","0","0","0","0.51600000000000001",NA,NA,"0","0",NA,NA,NA,"0.86199999999999999",NA,"0.03",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0.28399999999999997","0.51600000000000001","0.89200000000000002",NA,"1.6919999999999999","0.03","0.86199999999999999","0","136","468","101","71","59","189","142","136","24","178","154","101","278","237","764","136","332",NA,"189",NA
