"source_fct","fdc_id","food_desc","scientific_name","food_group","nutrient_data_source","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","WATERg","PROCNTg","FATg","CHOAVLDFg","FIBTGg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","SEmcg","VITA_RAEmcg","VITAmcg","RETOLmcg","CARTBEQmcg","THIAmg","RIBFmg","NIAmg","FOLDFEmcg","FOLFDmcg","VITB12mcg","VITCmg","CHOLEmg","OXALACmg","PHYTCPPDmg","TRPmg","FASATgstandardized","FAMSgstandardized","FAPUgstandardized","FATRNgstandardized","F20D5gstandardized","F22D6gstandardized","ALCg"
"KE18","5023","Orange, pulp, raw","Citrus sinensis","FRUITS","SGS, KEN93-135a/135c, AU14-06B10095/06B10088, IN17-E047",0.75,176,42,87.6,0.9,0.2,7.5,3.1,0.7,23,0.2,10,13,165,5,0.05,0,5,9,0,57,0.04,0.03,0.2,52,52,0,45,NA,19,NA,8.76307692307692,NA,NA,NA,NA,NA,NA,0
"KE18","5024","Papaya, yellow skin, peeled, raw","Carica papaya","FRUITS","SGS, KEN-136, AU14-06D10480, IN17-E049",0.76,153,36,89.8,0.6,0.3,6.8,2.1,0.5,21,0.6,28,17,140,4,0.2,0,85,170,0,1018,0.04,0.03,0.3,37,37,0,51,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5025","Passion fruit, dark purple skin, raw","Passiflora edulis","FRUITS","SGS, AU14-06D10479, US28-09231",0.52,313,75,75.7,2.4,0.9,8.7,11.7,0.8,10,0.6,28,68,200,19,0.8,1,64,127,0,764,0.03,0.14,2.5,7,7,0,29,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0
"KE18","5026","Passion Fruit, juice","Passiflora edulis","FRUITS","KEN93-137, US28-09232, US28-09233, UK7-14-285",1,408,96,75.5,0.8,0.1,22.9,0.2,0.5,13,0.4,21,20,252,10,0.3,0,45,90,0,538,0.07,0.01,1.5,8,8,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5027","Peach, yellow-fleshed, unpeeled, raw","Prunus persica","FRUITS","KEN93-138a, AU14-06C10212, IN17-E050, US28-09236, US28-09236",0.88,204,48,86.7,1,0.1,9.9,1.9,0.4,5,0.3,8,20,203,2,0.11,1,13,26,0,157,0.01,0.03,0.8,0,4,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5028","Pear, unpeeled, raw","Pyrus communis","FRUITS","KEN93-139, AU14-06D10513, IN17-E051",0.85,200,48,86,0.4,0.2,9.1,4,0.3,8,0.3,7,11,96,1,0.08,0,1,2,0,14,0.03,0.03,0.1,7,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5029","Pineapple, canned in syrup, whole contents","Ananas comosus","FRUITS","KEN93-140b, AU14-06D10467",1,393,93,77,0.3,0.6,21.2,0.7,0.2,4,0.4,11,3,80,6,0,1,1,1,0,8,0.05,0,0,5,5,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5030","Pineapple, raw","Ananas comosus","FRUITS","SGS, KEN93-140a, IN17-E053",0.68,172,41,88.6,0.48,0.2,8.1,2.3,0.3,16,0.4,13,8,143,1,0.37,1,3,5,0,31,0.05,0.03,0.12,32,32,0,36.4,NA,0,NA,5.232,NA,NA,NA,NA,NA,NA,0
"KE18","5031","Plum, purple skin, raw","Prunus domestica","FRUITS","KEN93-141, AU14-06C10217, IN17-E054, ZA10_3570",0.93,200,47,86.9,0.7,0.1,9.9,2,0.4,10,0.4,7,12,158,1,0.1,0,6,12,0,74,0.04,0.06,0.5,1,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5032","Pomegranate, raw","Punica granatum","FRUITS","KEN93-142,AU14-06D10494, IN17-E055, ZA10-3650",0.57,312,74,78.1,1.6,0.2,13.3,6.4,0.4,12,0.8,9,37,172,4,0.4,1,4,9,0,53,0.06,0.06,0.4,38,38,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5033","Raspberry, raw","Rubus idaeus","FRUITS","KEN93-144, AU14-06A10109, ZA10-3595",1,228,54,83.2,1.4,0.2,8.9,5.6,0.7,27,0.8,25,37,156,1,0.32,1,3,5,0,30,0.04,0.03,0.3,34,34,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5034","Strawberry, raw","Fragaria X ananassa","FRUITS","KEN93-147, AU14-06A10103, IN17-E063, ZA10-3573",0.96,146,35,90,0.7,0.2,6.3,2.5,0.4,19,0.6,8,27,158,3,0.18,1,0,0,0,1,0.03,0.02,0.1,39,39,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5035","Tangerine, juice, non-commercial","Citrus reticulata","FRUITS","KEN93-148b, US28-09221",1,195,46,88.3,0.6,0.2,10.3,0.2,0.4,12,0.2,11,20,178,1,0.03,0.1,13,25,0,152,0.04,0.03,0.1,21,21,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5036","Tangerine, pulp, raw","Citrus reticulata","FRUITS","KEN93-148a, AU14-06B10082",0.75,218,52,86.2,0.87,0.2,10.8,1.5,0.4,26,0,17,17,150,2,0.1,1,1,2,0,10,0.08,0.05,0.3,24,24,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5037","Tree tomato, dark red skin, peeled, raw","Solanum betaceum","FRUITS","SGS",0.4,177,43,85.6,2.1,0.3,4.6,6.5,0.9,56,1,19,51,133,20,0.4,0,45,91,0,546,0.13,0.1,1.6,63,63,0,12.6,NA,14,NA,0,NA,NA,NA,NA,NA,NA,0
"KE18","5038","Watermelon, fruit, green with white stripes, raw","Citrullus lanatus","FRUITS","SGS, IN17-E066",0.64,112,26,92.9,0.6,0.3,5,0.93,0.3,4,0.7,10,20,88,2,0.21,0,21,41,0,246,0.03,0.04,0.26,16,16,0,11.5,NA,0,NA,6.85714285714286,NA,NA,NA,NA,NA,NA,0
"KE18","5039","Zambarau, peeled, raw","Syzygium cuminii","FRUITS","SGS",0.62,252,59,85.3,0.52,0.4,13.5,NA,0.4,44,0.5,17,17,72,11,0.42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6001","Butter (cow milk), no added salt (~80-84% fat)",NA,"MILK AND DAIRY PRODUCTS","KEN93-218, AU14-04A10076",1,3020,735,17.2,1.1,81.3,0,0,0.7,15,0,2,20,15,10,0.06,1,845,858,832,153,0,0.05,1.1,6,6,0,0,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6002","Butter (cow milk), salted (~80% fat)",NA,"MILK AND DAIRY PRODUCTS","AU14-04A10074",1,3040,739,15.3,1.1,81.3,0.6,0,1.7,17,0.01,2,16,23,776,0.06,1,845,858,832,153,0,0.05,1.1,6,6,0,0,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6003","Cheese, cheddar, regular fat",NA,"MILK AND DAIRY PRODUCTS","KEN93-223,AU14-09B10181",1,1660,401,37,26,32.8,0.4,0,3.8,800,0.3,27,478,73,600,3.55,17,166,174,159,87,0.04,0.5,1.5,52,52,1.9,1,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6004","Cheese, cottage (cow milk), plain, skimmed",NA,"MILK AND DAIRY PRODUCTS","KEN93-221, AU14-09B20088",1,382,91,79,13.3,2.5,3.8,0,1.5,60,0.1,8,143,123,450,0.24,6,34,37,30,44,0.05,0.2,0.5,3,3,0.6,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6005","Cheese, cottage (cow milk), plain, whole",NA,"MILK AND DAIRY PRODUCTS","AU14-09B20071",1,508,121,75.4,15.4,5.7,2.1,0,1.4,89,0.1,8,143,123,277,0.24,6,35,38,31,44,0.05,0.29,0.5,3,3,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6006","Cheese, cottage, Milk, Cow, Sour",NA,"MILK AND DAIRY PRODUCTS","KEN93-222, US28-01012,US28-01014",1,515,122,73.6,13.7,4.3,7.2,0,1.2,112,0.7,8,180,104,364,0.4,10,37,38,36,12,0.03,0.27,0.1,12,12,0.43,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6007","Cream, pure, 35% fat",NA,"MILK AND DAIRY PRODUCTS","KEN93-243, AU14-09A50042",1,943,229,72,2.4,23.6,1.7,0,0.3,39,0.3,4,60,55,40,0,0,174,184,164,118,0.03,0.12,0,64,64,0.2,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6008","Ghee (cow milk)",NA,"MILK AND DAIRY PRODUCTS","KEN93-243, AU14-04A10077",1,3690,898,0,0.3,99.9,0,0,0.5,2,0.2,0,3,5,2,0.01,1,900,940,860,480,0,0.01,0,0,0,0,0,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6009","Ice cream, caramel flavour, regular fat",NA,"MILK AND DAIRY PRODUCTS","AU14-09D10233",1,856,205,61.4,3.7,10.6,23.6,0,0.7,93,0.1,12,84,142,48,0.23,1,166,182,150,190,0,0.29,0.7,10,10,0.1,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6010","Ice cream, chocolate flavour, regular fat",NA,"MILK AND DAIRY PRODUCTS","US28-19270,US28-43541,US28-19893,US28-19899",1,946,226,56.4,4.4,12,24.2,2,1,130,0.9,30,110,245,71,0.6,2,145,147,143,23,0,0.19,0.2,16,16,0.25,0.7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6011","Ice cream, strawberry flavour, regular fat",NA,"MILK AND DAIRY PRODUCTS","AU14-09D10227,US28-19271",1,842,201,60.7,3.5,9.5,25.2,0.5,0.7,107,0.2,13,92,165,54,0.29,2,139,155,123,190,0.02,0.27,0.4,11,11,0.2,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6012","Ice cream, vanilla flavour, regular fat",NA,"MILK AND DAIRY PRODUCTS","KEN93-320, AU14-09D10212",1,834,199,62.7,3.9,10.6,22.2,0,0.7,117,0.2,12,84,142,64,0.23,1,166,182,150,190,0,0.25,0.7,10,10,0.1,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6013","Ice cream, vanilla flavour, with nuts, regular fat",NA,"MILK AND DAIRY PRODUCTS","AU14-09D10277",1,917,219,59.6,4,12.2,23.3,0.2,0.7,92,0.2,15,91,157,47,0.3,1,162,177,146,186,0,0.29,0.7,11,11,0.1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6014","Milk, camel, whole, fresh, raw","Camelus dromedarius","MILK AND DAIRY PRODUCTS","SGS, KEN93-219a/b, KEN17-Milk, cow, whole, fresh, raw",1,219,52,89.8,2.2,2.8,4.5,0,0.7,56,1.5,16,92,344,119,0.35,2,15,16,13,18,0.61,0.08,0,8,8,0.6,0,9,NA,NA,54.95,1.57190557878071,0.891094574466174,0.104371145790736,0.12152711941445,0,0,0
"KE18","6027","Milk, camel, whole, fresh, boiled",NA,"MILK AND DAIRY PRODUCTS",NA,1,257,62,88,2.6,3.3,5.3,0,0.8,66,1.7,18,108,404,140,0.41,2,16,16,16,0,0.65,0.09,0,8,8,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6015","Milk, cow, condensed, skimmed, sweetened, raw","Bos taurus","MILK AND DAIRY PRODUCTS","KEN93-232, AU14-09A20029",1,1210,284,27,9.9,0.2,60.7,0,2.2,358,0.3,30,300,446,125,1.05,8,0,0,0,2,0.1,0.6,0.3,0,0,0.4,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6016","Milk, cow, condensed, whole, sweetened, raw","Bos taurus","MILK AND DAIRY PRODUCTS","KEN93-232, AU14-09A20028",1,1410,335,25.8,8.3,9.2,54.8,0,1.9,280,0.2,25,255,357,130,0.9,8,74,78,70,46,0.1,0.5,0.3,0,0,0.4,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6017","Milk, cow, powder, skimmed","Bostaurus","MILK AND DAIRY PRODUCTS","KEN93-229/234, AU14-09A30022",1,1530,361,4.1,37.2,0.9,51,0,6.8,1290,0.4,115,1000,1602,550,3.83,23,5,5,4,7,0.45,1.64,0.9,54,54,4,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6018","Milk, cow, powder, whole","Bos taurus","MILK AND DAIRY PRODUCTS","KEN93-233/230a/230b, AU14-09A30021/",1,2070,495,3.2,26.1,26.4,38.4,0,6,975,0.5,85,730,1157,440,2.97,25,395,408,383,149,0.34,1.32,0.8,54,54,3.2,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6019","Milk, cow, skimmed, raw","Bos taurus","MILK AND DAIRY PRODUCTS","KEN93-227, AU14-09A10188",1,162,38,89.8,3.5,0.1,5.8,0,0.8,130,0.1,12,109,170,44,0.32,1,0,0,0,1,0.03,0.18,0.1,6,6,0.4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6028","Milk, cow, skimmed, boiled",NA,"MILK AND DAIRY PRODUCTS",NA,1,190,45,88,4.1,0.1,6.8,0,0.9,153,0.1,14,128,200,52,0.38,1,0,0,0,1,0.03,0.2,0.1,6,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6020","Milk, cow, whole, fermented (Lala - Industrial)","Bos taurus","MILK AND DAIRY PRODUCTS","SGS, ZA10-2713",1,269,65,88.3,2.8,4.1,4.1,0,0.7,100,0.1,10,138,126,36,0.34,3,34,34,34,0,0,0.2,0,0,0,0.23,0,11,NA,NA,33.21,1.79196925748155,0.711030114662497,0.0834837093802649,0.139016918475692,0,0,0
"KE18","6021","Milk, cow, whole, fermented (Lala - mursik)","Bos taurus","MILK AND DAIRY PRODUCTS","SGS, ZA10-2713",1,243,58,89.1,3.1,3.5,3.6,0,0.8,65,0.1,5,59,64,22,0.22,0,41,41,41,0,0,0.27,0,0,0,0.1,1,6,NA,NA,44.81,2.11500394477318,0.970019365250134,0.0949537385691232,0.160022951407567,0,0,0
"KE18","6022","Milk, cow, whole, fresh, raw","Bos taurus","MILK AND DAIRY PRODUCTS","SGS",1,292,70,86.3,3.3,3.5,6.1,0,0.7,119,0.1,11,122,136,39,0.63,3,41,43,40,18,0,0.27,0,8,8,0.59,0,14,NA,NA,38.145,2.32347323953141,0.88501151322486,0.0859942030509461,0.154021044192788,0,0,0
"KE18","6029","Milk, cow, whole, fresh, boiled",NA,"MILK AND DAIRY PRODUCTS",NA,1,344,82,83.8,3.9,4.2,7.2,0,0.9,140,0.1,13,143,160,45,0.74,3,47,47,47,0,0,0.3,0,8,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6023","Milk, goat, fluid, whole, raw","Capra hircus","MILK AND DAIRY PRODUCTS","KEN93-237, AU14-09A10187",1,325,78,85.3,3.5,4.5,5.8,0,0.9,180,0.1,12,128,207,57,0.35,1,32,32,32,0,0.05,0.19,0.5,1,1,0.35,0.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6030","Milk, goat, fluid, whole, boiled",NA,"MILK AND DAIRY PRODUCTS",NA,1,382,92,82.7,4.1,5.3,6.8,0,1.1,211,0.1,14,150,243,68,0.41,1,38,38,38,0,0.05,0.21,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6024","Milk, human/breast, mature, fluid",NA,"MILK AND DAIRY PRODUCTS","KEN93-238, US28-01107",1,303,73,87.2,1.2,4.4,7.1,0,0.2,32,0,3,15,51,14,0.17,2,61,61,60,7,0.02,0.03,0.2,5,5,0.05,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6025","Milk, sheep, fluid, whole, raw","Capra hircus","MILK AND DAIRY PRODUCTS","KEN93-239, ZA10-2739, UK7-12-329",1,391,94,82.8,5.1,5.8,5.2,0,1.1,193,0.1,18,142,175,44,0.54,2,81,81,81,0,0.07,0.36,0.4,7,7,0.7,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6031","Milk, sheep, fluid, whole, boiled",NA,"MILK AND DAIRY PRODUCTS",NA,1,459,110,79.8,6,6.8,6.2,0,1.2,227,0.1,21,166,206,52,0.64,2,95,95,95,0,0.07,0.4,0.4,7,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","6026","Yoghurt, cow milk, whole, plain",NA,"MILK AND DAIRY PRODUCTS","SGS, KEN93-240, AU14-09C10093",1,356,85,82,2.9,3.1,11.3,0,0.7,149,0.2,10,93,130,32,0.34,2,34,36,32,23,0.1,0.2,0.1,0,0,0.2,0,9,NA,NA,2.715,1.73749867967377,0.700500844985931,0.0724994098238898,0.132501058660534,0,0,0
"KE18","7001","Beef, high fat, w/o bones, raw     ","Bos taurus","MEAT, POULTRY AND EGGS","SGS, AU14-08A11037",0.85,1180,284,58.2,18.6,24.1,0,0,0.9,16,2.2,12,188,134,83,3,1,29,31,29,13,0,0.18,3.4,0,0,1.63,0.5,79,NA,NA,80.905,12.37499548301,8.70500045340999,0.800000342196215,1.02500370855148,0,0,0
"KE18","7031","Beef, high fat, w/o bones, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.77,1670,402,39.7,31.1,30.8,0,0,1.4,21,3.7,12,203,112,62,5,1,37,38,35,16,0,0.23,2.8,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7032","Beef, high fat, w/o bones, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,0.8,1480,356,47.4,25.9,28,0,0,1.2,20,3,14,235,158,98,4.17,1,31,32,30,14,0,0.22,3.8,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7033","Beef, high fat, w/o bones, stewed (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.78,1890,455,34.7,29.1,37.6,0,0,1.4,21,3.5,12,235,105,58,4.69,1,34,36,33,15,0,0.23,3.2,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7002","Beef, lean, raw","Bos taurus","MEAT, POULTRY AND EGGS","SGS,AU14-08A11011,AU14-08A11043",0.9,439,104,75.6,20.6,2.3,0.4,0,1.2,5,2.3,24,279,241,107,4.22,15,6,7,6,10,0,0.23,5.2,2,2,2.42,0.5,62,NA,NA,125.67,1.12500183150183,0.744993131868132,0.150003434065934,0.0700016025641026,0,0,0
"KE18","7034","Beef, lean, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.82,884,209,50.3,41.9,4.6,0,0,2.4,7,4.7,30,370,246,99,8.62,30,10,11,8,15,0,0.38,5.3,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7035","Beef, lean, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,0.87,602,142,66.2,28.5,3.1,0,0,1.6,6,3.1,29,349,285,127,5.87,20,7,7,6,10,0,0.29,5.8,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7036","Beef, lean, stewed (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.83,817,194,54,38.8,4.3,0,0,2.2,7,4.4,30,421,228,91,7.97,28,9,10,8,14,0,0.37,5.9,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7003","Beef, liver, raw",NA,"MEAT, POULTRY AND EGGS","SGS, AU14-08D10167",0.99,506,120,73.9,20,4.2,0.7,0,1.3,6,10.1,17,369,159,75,4.12,17,19534,19601,19466,811,0.23,2.63,9.4,268,268,112.84,14,262,NA,NA,161.26,1.4353709335443,0.528466661392405,1.07006496835443,0.0782974367088608,0.0521982911392405,0.0652478639240506,0
"KE18","7037","Beef, liver, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.99,749,178,60.4,30.2,6.4,0,0,2,7,14.6,20,391,145,68,6.25,25,23677,23759,23595,983,0.24,3.5,7.1,264,264,111,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7004","Beef, medium fat, w/o bones, raw","Bos taurus","MEAT, POULTRY AND EGGS","SGS,US28-23093,AU14-08A11080, ZA10(4360)",0.9,632,151,70.3,19.7,7.2,1.8,0,1,4,12.4,24,280,231,121,3.85,20,10,10,9,5,0,0.21,4.4,2,2,1.9,0.6,63,NA,NA,126.995,3.5501945101155,2.74978021729582,0.224984685726343,0.290040586862345,0.0100001345718248,0,0
"KE18","7038","Beef, medium fat, without bones, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.84,829,197,55.2,32.8,7.4,0,0,1.7,5,20.7,24,303,192,91,6.41,34,12,13,11,6,0,0.27,3.7,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7039","Beef, medium fat, without bones, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,0.87,734,175,61.5,27.3,7.3,0,0,1.4,5,16.3,28,350,272,143,5.34,28,10,10,10,5,0,0.26,4.9,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7040","Beef, medium fat, without bones, stewed (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.85,939,224,53.6,30.7,11.3,0,0,1.6,5,19.4,24,350,180,85,6.01,32,11,12,11,6,0,0.27,4.2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7005","Camel blood, raw","Camelus dromedarius","MEAT, POULTRY AND EGGS","KEN93-171, CH02-081212-083209-091204-092208-092209",1,348,42,78.4,15.8,0.9,2.7,0,2.2,8,20.6,6,33,114,313,0.65,12,74,74,74,NA,0.04,0.05,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7006","Camel Meat","Camels dromedarius","MEAT, POULTRY AND EGGS","KEN93-170, AU14-08B10074, AU14-08B10075",1,826,197,60.5,18.6,8.9,10.8,0,1.4,4,3.8,13,134,325,49,1.93,9,1,2,0,10,0.04,0.2,6,8,8,1.7,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7007","Cow's blood, raw","Bos taurus","MEAT, POULTRY AND EGGS","KEN93-174, CH02-081212-083209-091204-092208-092209",1,403,95,75,13.8,0.9,8,0,2.4,14,18.8,5,20,199,469,1.13,21,74,74,74,NA,0.08,0.09,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7008","Duck, meat and skin, fresh, raw","Anas Platyrayncha","MEAT, POULTRY AND EGGS","KEN93-176a, KEN93-176b, AU14-08C10459, AU14-08C10463",1,1050,253,62.2,17.8,21.2,0,0,1.1,5,1.9,15,167,212,82,1.55,20,39,39,39,0,0.35,0.45,3.51,0,0,0.6,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7009","Chicken, unespecified part, w/o bone, meat&skin, raw","Gallus gallus domesticus","MEAT, POULTRY AND EGGS","SGS, AU14-08B10092",0.65,864,207,63.6,18.7,13,3.8,0,0.9,13,2.5,20,243,152,68,0.89,16,75,75,75,0,0.14,0.12,6.4,11,11,0.63,1.2,99,NA,NA,159.695,3.71484446030905,5.71056903352733,2.85457058306822,0.0500159230953971,0,0,0
"KE18","7041","Chicken, unspecified part, w/o bone, meat&skin, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.79,942,226,55.7,23.7,14.6,0,0,1.2,14,2.5,18,215,77,34,1.13,21,52,52,52,0,0.1,0.14,4.9,7,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7042","Chicken, unspecified part, w/o bone, meat&skin, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,0.78,951,228,55.2,24,14.7,0,0,1.2,15,2.9,19,249,156,70,1.14,21,72,72,72,0,0.11,0.13,6.6,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7010","Egg, chicken, white (albumen), raw     ","Gallus gallus domesticus","MEAT, POULTRY AND EGGS","KEN93-178 (b), AU14-03A10080",0.56,206,48,87.2,11.2,0,0.9,0,0.7,5,0.1,11,10,119,143,0,11,0,0,0,0,0,0.41,0,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7030","Egg, chicken, white (albumin), boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.56,206,48,87.2,11.2,0,1,0,0.7,5,0.1,10,10,113,135,0,10,0,0,0,0,0,0.33,0,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7011","Egg, chicken, whole, raw   ","Gallus gallus domesticus","MEAT, POULTRY AND EGGS","SGS",0.87,558,134,75.9,12.7,8.1,2.4,0,0.9,54,1.7,14,180,126,155,1.13,23,186,186,186,0,0.12,0.51,0,83,83,1.7,0,418,NA,NA,196.14,2.29803732663386,2.92492933706753,1.77950048313476,0,0,0.0884928424479646,0
"KE18","7027","Egg, chicken, whole, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.87,558,134,75.9,12.7,8.1,2,0,0.9,51,1.6,13,171,120,147,1.07,21,177,177,177,0,0.09,0.41,0,66,66,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7028","Egg, chicken, whole, poached (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,1,634,152,72.6,14.4,9.2,3,0,1,58,1.9,15,194,136,167,1.21,24,201,201,201,0,0.1,0.46,0,75,75,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7012","Egg, chicken, yolk, raw   ","Gallus gallus domesticus","MEAT, POULTRY AND EGGS","KEN93-178 (a), AU14-03A10082",0.31,1370,331,51,16.1,28.2,3.2,0,1.5,130,6,8,398,104,50,2.5,56,449,449,449,0,0.19,0.4,0,120,120,4,0,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7029","Egg, chicken, yolk, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.31,1370,331,51,16.1,28.2,3,0,1.5,124,5.7,8,378,99,48,2.38,53,427,427,427,0,0.15,0.32,0,96,96,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7013","Goat blood, raw","Capra aegagrus hircus","MEAT, POULTRY AND EGGS","KEN93-171, CH02-081212-083209-091204-092208-092209",1,290,69,86.4,3.8,3.9,4.9,0,1.1,8,27.2,6,23,169,216,0.65,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7014","Goat, lean, raw","Capra aegagrus hircus","MEAT, POULTRY AND EGGS","SGS,AU14-08B10092",0.71,500,119,74.6,19.5,4.3,0.6,0,1,10,7.2,29,276,243,156,3.66,22,7,7,7,0,0.17,0.23,4.4,2,2,3.09,0.4,93,NA,NA,134.065,2.07499698960044,1.54000234142188,0.240000364896917,0.190000288876726,0,0,0
"KE18","7043","Goat, lean, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.62,731,174,62,29.1,6.4,0,0,1.6,12,9.9,34,317,217,137,5.46,33,8,8,8,0,0,0.28,3.8,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
