"original_food_id","original_food_name","food_genus_id","food_genus_description","food_group","food_subgroup","food_genus_confidence","fct_name","data_reference_original_id","moisture_in_g","energy_in_kcal","energy_in_kj","nitrogen_in_g","totalprotein_in_g","totalfats_in_g","saturatedfa_in_g","monounsaturatedfa_in_g","polyunsaturatedfa_in_g","cholesterol_in_mg","carbohydrates_in_g","fibre_in_g","ash_in_g","ca_in_mg","fe_in_mg","mg_in_mg","p_in_mg","k_in_mg","na_in_mg","zn_in_mg","cu_in_mg","mn_in_mcg","i_in_mcg","se_in_mcg","vitamina_in_rae_in_mcg","thiamin_in_mg","riboflavin_in_mg","niacin_in_mg","vitaminb6_in_mg","folicacid_in_mcg","folate_in_mcg","vitaminb12_in_mcg","pantothenate_in_mg","biotin_in_mcg","vitaminc_in_mg","vitamind_in_mcg","vitamine_in_mg","phytate_in_mg"
"1384","Walnut oil",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"22.748000000000001","63.433","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"0.4",NA
"1396","Cod liver oil",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"40.792000000000002","33.914999999999999","450","0","0","0","1.1499999999999999","7.3999999999999996E-2","0.08","0","0","0.02","0.06","7.0000000000000001E-3",NA,"400","5.0000000000000001E-3","30000",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"30",NA
"1406","Dumplings, frozen",NA,NA,NA,NA,NA,"DK19","None listed","66","191","792","1.1200000000000001","7",NA,NA,NA,NA,NA,"9.8000000000000007","3.2","1",NA,NA,NA,NA,NA,"980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","Oil, sesame",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"41.593000000000004","39.552999999999997","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"1.4",NA
"1414","Sugar, brown cane sugar",NA,NA,NA,NA,NA,"DK19","None listed","0","399","1697","0.08","0.5",NA,NA,NA,NA,"0","99.3","0","0.2","53","0.9","15","20","89","6",NA,"0.06",NA,NA,NA,"0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"0",NA
"1415","Corn oil",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"27.439","56.237000000000002","0","0","0","0","0","0.03","0","0","0","0.2","0",NA,NA,"0.8","0","0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"12",NA
"1418","Linseed oil",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"20.2","66","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"17.5",NA
"1420","Rye bread, soft, no high fat seeds, industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","43.7","210","887","0.85599999999999998","5",NA,NA,"0.317","0.63300000000000001",NA,"40.6","7.3","1.9","25.3","1.43","41.2","137","220","471","1.32","0.161",NA,"21.9","1.1499999999999999",NA,0.173,"6.3899999999999998E-2",0.783,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","Wheat bread, italien type, retail bakery",NA,NA,NA,NA,NA,"DK19","None listed","35.9","249","1057","1.399","8",NA,NA,"0.23400000000000001","0.51500000000000001",NA,"49.9","3.1","1.8","28.9","0.84299999999999997","21.6","97.8","124","602","0.61399999999999999","0.13800000000000001",NA,"19.2","4.21",NA,0.114,"5.1200000000000002E-2",1.22,NA,NA,NA,"6.4000000000000001E-2",NA,NA,NA,NA,NA,NA
"1429","Oil, grapeseed",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"18.202999999999999","67.731999999999999","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0","0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"28.8",NA
