"original_food_id","original_food_name","food_genus_id","food_genus_description","food_group","food_subgroup","food_genus_confidence","fct_name","data_reference_original_id","moisture_in_g","energy_in_kcal","energy_in_kj","nitrogen_in_g","totalprotein_in_g","totalfats_in_g","saturatedfa_in_g","monounsaturatedfa_in_g","polyunsaturatedfa_in_g","cholesterol_in_mg","carbohydrates_in_g","fibre_in_g","ash_in_g","ca_in_mg","fe_in_mg","mg_in_mg","p_in_mg","k_in_mg","na_in_mg","zn_in_mg","cu_in_mg","mn_in_mcg","i_in_mcg","se_in_mcg","vitamina_in_rae_in_mcg","thiamin_in_mg","riboflavin_in_mg","niacin_in_mg","vitaminb6_in_mg","folicacid_in_mcg","folate_in_mcg","vitaminb12_in_mcg","pantothenate_in_mg","biotin_in_mcg","vitaminc_in_mg","vitamind_in_mcg","vitamine_in_mg","phytate_in_mg"
"4054","Capsicum (sweet peper), green, baked (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"93","23","98",NA,"1.6","0.1",NA,NA,NA,NA,"3","2.1","0.2","8","0.6","10","18","157","2","0.19",NA,NA,NA,"0","26",0.03,"0.03",0.5,NA,NA,"6","0",NA,NA,"96",NA,NA,NA
"4009","Capsicum (sweet peper), red, raw","1231.02","capsicum, red, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-103b, AU14-13A11687, IN17-D034, KEN17-Capsicum, green, raw","92.4","26","110",NA,"1.7","0.2",NA,NA,NA,NA,"3.5","1.8","0.4","4","0.3","6","24","174","2","0.2",NA,NA,NA,"1","21",0.04,"0.05",1,NA,NA,"52","0",NA,NA,"156",NA,NA,NA
"4055","Capsicum (sweet peper), red, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"91.3","30","127",NA,"2","0.2",NA,NA,NA,NA,"4","2.1","0.5","4","0.3","4","25","100","2","0.17",NA,NA,NA,"1","21",0.03,"0.04",0.7,NA,NA,"30","0",NA,NA,"117",NA,NA,NA
"4056","Capsicum (sweet peper), red, grilled (without salt and fat)",NA,NA,NA,NA,NA,"KE18",NA,"91.8","28","118",NA,"1.8","0.2",NA,NA,NA,NA,"3.8","1.9","0.4","4","0.3","6","26","187","2","0.22",NA,NA,NA,"1","20",0.04,"0.05",1,NA,NA,"39","0",NA,NA,"134",NA,NA,NA
"4057","Capsicum (sweet peper), red, baked (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"92.1","27","115",NA,"1.8","0.2",NA,NA,NA,NA,"3.6","1.9","0.4","4","0.3","6","25","181","2","0.21",NA,NA,NA,"1","19",0.04,"0.05",1,NA,NA,"38","0",NA,NA,"130",NA,NA,NA
"4010","Capsicum (sweet peper), yellow, raw","1231.03","capsicum, yellow, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","IN17-D035, UK7-13-526, KEN17-Capsicum, green, raw","93.4","21","86",NA,"1.4","0.2",NA,NA,NA,NA,"2.3","2.2","0.6","19","1","17","43","242","2","0",NA,NA,NA,"0","14",0.14,"0.02",0.59,NA,NA,"30","0",NA,NA,"127",NA,NA,NA
"4058","Capsicum (sweet peper), yellow, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"92.4","24","99",NA,"1.6","0.2",NA,NA,NA,NA,"2.6","2.5","0.7","21","0.6","12","45","139","1","0.22",NA,NA,NA,"0","14",0.1,"0.01",0.4,NA,NA,"17","0",NA,NA,"95",NA,NA,NA
"4059","Capsicum (sweet peper), yellow, grilled (without salt and fat)",NA,NA,NA,NA,NA,"KE18",NA,"92.9","22","93",NA,"1.5","0.2",NA,NA,NA,NA,"2.4","2.4","0.7","21","0.7","19","47","260","2","0.28",NA,NA,NA,"0","13",0.14,"0.02",0.6,NA,NA,"23","0",NA,NA,"109",NA,NA,NA
"4060","Capsicum (sweet peper), yellow, baked (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"93.1","22","90",NA,"1.4","0.2",NA,NA,NA,NA,"2.4","2.3","0.6","20","0.7","18","45","252","2","0.27",NA,NA,NA,"0","13",0.13,"0.02",0.6,NA,NA,"22","0",NA,NA,"106",NA,NA,NA
"4011","Carrot, peeled, raw","1251.01","carrot, fresh, raw","Fruits and Vegetables","vegetables, other and products","m","KE18","SGS, KEN93-104, AU14-13A11671, IN17-F002","90.6","30","124",NA,"0.7","0.2",NA,NA,NA,NA,"4.5","3.2","0.6","33","0.6","17","25","251","35","0.14",NA,NA,NA,"0","589",0.04,"0.03",0.22,NA,NA,"18","0",NA,NA,"5.5",NA,NA,NA
"4061","Carrot, peeled, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"90","32","132",NA,"0.8","0.3",NA,NA,NA,NA,"4.8","3.4","0.7","34","0.5","11","24","120","21","0.11",NA,NA,NA,"0","564",0.03,"0.02",0.2,NA,NA,"10","0",NA,NA,"2",NA,NA,NA
"4062","Carrot, peeled, stewed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"90.2","31","129",NA,"0.8","0.2",NA,NA,NA,NA,"4.7","3.4","0.7","35","0.6","17","26","261","37","0.14",NA,NA,NA,"0","552",0.04,"0.03",0.2,NA,NA,"13","0",NA,NA,"5",NA,NA,NA
"4012","Cauliflower, tops and stems, raw","1213.01","cauliflower, fresh, raw","Fruits and Vegetables","vegetables, other and products","m","KE18","KEN93-105, AU14-13A11692, IN17-D036","93.2","19","79",NA,"2","0.2",NA,NA,NA,NA,"0.9","2.8","0.9","17","0.8","11","49","292","30","0",NA,NA,NA,"1","0",0.06,"0.09",0.5,NA,NA,"44","0",NA,NA,"70",NA,NA,NA
"4063","Cauliflower, tops and stems, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"93.2","19","79",NA,"2","0.2",NA,NA,NA,NA,"0.9","2.8","0.9","16","0.6","6","44","146","23","0.19",NA,NA,NA,"0","0",0.04,"0.06",0.3,NA,NA,"22","0",NA,NA,"46",NA,NA,NA
"4013","Celery, stalk, raw","1290.9.04","native eggplant, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-82a, AU14-13A11693, IN17-D037","90.9","27","114",NA,"0.6","0.1",NA,NA,NA,NA,"5.3","1.4","1.8","70","1","19","50","267","28","0.21",NA,NA,NA,"2","39",0.03,"0.03",0.4,NA,NA,"13","0",NA,NA,"12",NA,NA,NA
"4064","Celery, stalk, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"89.9","30","127",NA,"0.7","0.1",NA,NA,NA,NA,"5.8","1.6","1.9","74","0.8","13","50","148","23","0.18",NA,NA,NA,"2","39",0.02,"0.02",0.3,NA,NA,"7","0",NA,NA,"9",NA,NA,NA
"4014","Courgette, green, unpeeled, raw","1235.04","courgette, green, fresh, raw","Fruits and Vegetables","vegetables, other and products","m","KE18","AU14-13A11736, IN17-D077","94.8","19","78",NA,"0.9","0.3",NA,NA,NA,NA,"2.5","1.1","0.4","18","0.5","16","34","188","1","0.33",NA,NA,NA,"1","23",0.03,"0.06",0.6,NA,NA,"17","0",NA,NA,"24",NA,NA,NA
"4065","Courgette, green, unpeeled, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"94.2","21","86",NA,"1","0.3",NA,NA,NA,NA,"2.8","1.2","0.4","19","0.4","11","34","104","1","0.28",NA,NA,NA,"1","14",0.02,"0.04",0.4,NA,NA,"9","0",NA,NA,"17",NA,NA,NA
"4015","Cowpea, leaves, picked, raw","1290.9.05","taro, leaves, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","SGS, ZA10-4198, KEN93-83, US28-11201","88.7","30","123",NA,"3.4","0.4",NA,NA,NA,NA,"0.7","4.9","1.9","188","2.7","47","17","485","31","1",NA,NA,NA,"1","36",0.49,"0.37",1.6,NA,NA,"95","0",NA,NA,"50",NA,NA,NA
"4066","Cowpea, leaves, picked, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"89.2","28","117",NA,"3.2","0.4",NA,NA,NA,NA,"0.6","4.7","1.8","170","1.9","27","15","231","22","0.53",NA,NA,NA,"0","0",0.3,"0.23",1,NA,NA,"45","0",NA,NA,"19",NA,NA,NA
"4067","Cowpea, leaves, picked, steamed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"90.2","26","107",NA,"2.9","0.4",NA,NA,NA,NA,"0.6","4.3","1.7","155","1.9","37","14","358","23","0.58",NA,NA,NA,"0","0",0.34,"0.29",1.1,NA,NA,"49","0",NA,NA,"24",NA,NA,NA
"4016","Cucumber, green, unpeeled, raw","1232.01","cucumbers, raw","Fruits and Vegetables","vegetables, other and products","m","KE18","KEN93-106, AU14-13A11697, IN17-D044","96.2","11","47",NA,"0.6","0.1",NA,NA,NA,NA,"1.3","1.4","0.5","20","0.7","14","20","136","22","0.18",NA,NA,NA,"1","0",0.03,"0.02",0.2,NA,NA,"7","0",NA,NA,"7",NA,NA,NA
"4017","Eggplant / Brinjal, different varieties, whole edible, raw","1233.01","eggplant, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-101, AU14-13A11702, IN17-D031","90.8","27","111",NA,"1.2","0.3",NA,NA,NA,NA,"2.8","4","0.9","18","0.4","21","35","200","3","0.21",NA,NA,NA,"1","12",0.05,"0.05",1,NA,NA,"29","0",NA,NA,"2",NA,NA,NA
"4068","Eggplant / Brinjal, different varieties, whole edible, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"90.1","29","119",NA,"1.3","0.3",NA,NA,NA,NA,"3","4.3","1","19","0.3","14","34","108","2","0.17",NA,NA,NA,"0","12",0.03,"0.03",0.4,NA,NA,"16","0",NA,NA,"1",NA,NA,NA
"4069","Eggplant / Brinjal, different varieties, whole edible, stewed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"88.5","33","139",NA,"1.5","0.4",NA,NA,NA,NA,"3.4","5","1.2","23","0.5","26","44","250","4","0.26",NA,NA,NA,"1","14",0.06,"0.06",0.6,NA,NA,"25","0",NA,NA,"2",NA,NA,NA
"4018","Jute mallow, picked leaves, raw","1290.9.15","jute mallow, leaves, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","SGS, ve26, ve8, KEN17-Spinach leaves, raw","82.3","45","187",NA,"4.6","0.2",NA,NA,NA,NA,"2.1","8.3","2.5","207","6.3","30","88","283","18","0.58",NA,NA,NA,"1","217",0.09,"0.34",0.53,NA,NA,"117","0",NA,NA,"44.5",NA,NA,NA
"4070","Jute mallow, picked leaves, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"81.4","47","197",NA,"4.9","0.2",NA,NA,NA,NA,"2.2","8.7","2.6","207","5","19","84","149","14","0.46",NA,NA,NA,"1","205",0.06,"0.23",0.4,NA,NA,"61","0",NA,NA,"18.3",NA,NA,NA
"4071","Jute mallow, picked leaves, stewed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"78.2","56","231",NA,"5.7","0.2",NA,NA,NA,NA,"2.6","10.2","3.1","255","7.8","37","109","349","23","0.72",NA,NA,NA,"1","241",0.1,"0.4",0.6,NA,NA,"101","0",NA,NA,"32.2",NA,NA,NA
"4019","Kale, Ethiopian (kanzera), leaves, raw","1212.04","kale, leaves, fresh, raw","Fruits and Vegetables","vegetables, other and products","m","KE18","SGS, KEN17-Kale (sukuma wiki), raw","90.4","27","113",NA,"3.3","0.6",NA,NA,NA,NA,"0.2","4","1.6","117","5.7","54","51","639","7","0.7",NA,NA,NA,"0","118",0.06,"0.23",0.9,NA,NA,"73","0",NA,NA,"134",NA,NA,NA
"4072","Kale, Ethiopian (kanzera), leaves, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"90.8","26","108",NA,"3.1","0.6",NA,NA,NA,NA,"0.2","3.8","1.5","105","4","31","43","304","5","0.48",NA,NA,NA,"0","101",0.04,"0.14",0.6,NA,NA,"35","0",NA,NA,"51",NA,NA,NA
"4073","Kale, Ethiopian (kanzera), leaves, steamed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"91.6","24","99",NA,"2.8","0.5",NA,NA,NA,NA,"0.2","3.5","1.4","96","3.9","42","42","472","5","0.52",NA,NA,NA,"0","92",0.04,"0.18",0.6,NA,NA,"38","0",NA,NA,"64",NA,NA,NA
"4020","Kale (sukuma wiki) raw",NA,NA,NA,NA,NA,"KE18","SGS, KEN93-85, US28-11233, ZA10-4127","89.2","29","121",NA,"3","0.3",NA,NA,NA,NA,"1.2","4.7","1.6","402","2.8","41","67","238","71","0.5",NA,NA,NA,"0","177",0.11,"0.13",1,NA,NA,"62","0",NA,NA,"134",NA,NA,NA
"4074","Kale (sukuma wiki), boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"89.7","28","115",NA,"2.9","0.3",NA,NA,NA,NA,"1.2","4.4","1.5","364","2","23","57","113","51","0.34",NA,NA,NA,"0","152",0.07,"0.08",0.6,NA,NA,"30","0",NA,NA,"51",NA,NA,NA
"4075","Kale (sukuma wiki), steamed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"90.6","25","105",NA,"2.6","0.3",NA,NA,NA,NA,"1.1","4.1","1.4","332","2","32","55","176","53","0.37",NA,NA,NA,"0","139",0.08,"0.1",0.7,NA,NA,"33","0",NA,NA,"64",NA,NA,NA
"4021","Leeks, bulb and stem, raw","1254.01","leeks, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-108, AU14-13A11706, ZA10-3722","84.5","54","229",NA,"1.7","0.4",NA,NA,NA,NA,"9.5","3.1","0.8","78","1.8","14","54","202","17","0.3",NA,NA,NA,"1","20",0.14,"0",0,NA,NA,"64","0",NA,NA,"21",NA,NA,NA
"4076","Leeks, bulb and stem, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"81.4","66","276",NA,"2","0.5",NA,NA,NA,NA,"11.4","3.7","1","90","1.6","10","58","110","11","0.27",NA,NA,NA,"1","22",0.12,"0.07",0.3,NA,NA,"39","0",NA,NA,"10",NA,NA,NA
"4022","Lettuce, not further defined, raw","1214.01","lettuces, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-86, AU14-13A11909, IN17-C025","94.4","17","73",NA,"1.2","0.2",NA,NA,NA,NA,"1.9","1.6","0.7","47","1.6","24","55","201","20","0.26",NA,NA,NA,"1","107",0.08,"0.05",0.26,NA,NA,"66","0",NA,NA,"10",NA,NA,NA
"4023","Mushroom, fresh, raw","1270.01","common mushrooms, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-109, AU14-13A11715, IN17-J001","89.7","35","148",NA,"2.3","0.4",NA,NA,NA,NA,"4.5","2.3","0.9","16","0.3","15","105","318","8","0.17",NA,NA,NA,"16","0",0.1,"0.4",0.7,NA,NA,"23","0",NA,NA,"0",NA,NA,NA
"4077","Mushroom, fresh, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"85.9","48","203",NA,"3.2","0.5",NA,NA,NA,NA,"6.1","3.1","1.2","21","0.3","12","129","218","8","0.17",NA,NA,NA,"20","0",0.09,"0.36",0.6,NA,NA,"16","0",NA,NA,"0",NA,NA,NA
"4078","Mushroom, fresh, stewed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"87.3","43","183",NA,"2.8","0.5",NA,NA,NA,NA,"5.5","2.8","1.1","20","0.4","19","130","393","10","0.21",NA,NA,NA,"20","0",0.11,"0.47",0.8,NA,NA,"20","0",NA,NA,"0",NA,NA,NA
"4024","Mushroom, dried, raw","21393.01.01","mushroom, dried, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-109(c), IN17-J004, US28-11268","11.9","283","1180",NA,"12.3","2.9",NA,NA,NA,NA,"32.4","39.1","1.4","24","5.5","136","702","326","5","8.7",NA,NA,NA,"0","0",0.24,"0.17",3.77,NA,NA,"163","0",NA,NA,"0",NA,NA,NA
"4079","Mushroom, dried, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"49.6","162","674",NA,"7","1.6",NA,NA,NA,NA,"18.5","22.4","0.8","14","2.3","47","361","93","3","3.72",NA,NA,NA,"0","0",0.09,"0.06",1.4,NA,NA,"47","0",NA,NA,"0",NA,NA,NA
"4025","Mushroom, raw, canned in brine (drained)","21397.01.01","canned mushrooms","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-109d, AU14-13A11790, ZA10-4136","93","18","73",NA,"1.5","0.4",NA,NA,NA,NA,"0.2","3.7","1.2","4","1","4","54","24","300","0",NA,NA,NA,"16","4",0.23,"0.05",1.3,NA,NA,"22","0",NA,NA,"3",NA,NA,NA
"4026","Okra, fresh, raw","1239.01.01","okra, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","ZA10-4139, AU14-13A12563","90","32","136",NA,"2","0.2",NA,NA,NA,NA,"3.5","3.7","0.7","81","0.8","57","63","303","8","0.6",NA,NA,NA,"1","9",0.1,"0.06",1,NA,NA,"88","0",NA,NA,"21",NA,NA,NA
"4080","Okra, fresh, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"90.5","29","123",NA,"1.8","0.2",NA,NA,NA,NA,"4.1","3.4","0.6","70","0.5","31","52","138","5","0.41",NA,NA,NA,"1","8",0.05,"0.04",0.6,NA,NA,"40","0",NA,NA,"12",NA,NA,NA
"4081","Okra, fresh, stewed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"88.7","35","147",NA,"2.2","0.2",NA,NA,NA,NA,"6.1","4","1.8","84","0.7","56","65","280","7","0.59",NA,NA,NA,"1","9",0.08,"0.06",0.9,NA,NA,"57","0",NA,NA,"17",NA,NA,NA
"4027","Pumpkin, flesh, yellow w/o seeds, raw","1235.01","pumpkins, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","SGS, AU14-13A11738, d11, IN17-D066","90.3","32","134",NA,"1.2","0.2",NA,NA,NA,NA,"5.2","2.4","0.7","17","0.2","12","31","178","14","0.21",NA,NA,NA,"1","126",0.07,"0.06",0.78,NA,NA,"50","0",NA,NA,"8",NA,NA,NA
"4082","Pumpkin, flesh, yellow w/o seeds, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"89.5","35","146",NA,"1.3","0.2",NA,NA,NA,NA,"5.6","2.6","0.8","18","0.2","8","30","97","11","0.17",NA,NA,NA,"0","123",0.05,"0.04",0.5,NA,NA,"27","0",NA,NA,"6",NA,NA,NA
"4083","Pumpkin, flesh, yellow w/o seeds, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"91.4","28","119",NA,"1.1","0.2",NA,NA,NA,NA,"4.6","2.1","0.7","15","0.2","11","27","157","12","0.19",NA,NA,NA,"0","100",0.06,"0.05",0.7,NA,NA,"31","0",NA,NA,"6",NA,NA,NA
"4028","Pumpkin, leaves, raw","1214.04","pumpkin leaves, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","IN17-C030, ve26, US28-11418","87.3","37","156",NA,"4.2","0.7",NA,NA,NA,NA,"2.2","2.3","3.2","383","5.6","142","119","423","12","0.9",NA,NA,NA,"1","141",0.07,"0.12",1.49,NA,NA,"36",NA,NA,NA,"12.3",NA,NA,NA
"4084","Pumpkin, leaves, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"87.9","35","148",NA,"4","0.7",NA,NA,NA,NA,"2.1","2.1","3.1","347","4","81","102","201","9","0.64",NA,NA,NA,"1","121",0.04,"0.07",0.9,NA,NA,"17","0",NA,NA,"5",NA,NA,NA
"4085","Pumpkin, leaves, steamed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"89","32","135",NA,"3.7","0.6",NA,NA,NA,NA,"1.9","2","2.8","316","3.9","111","98","313","9","0.7",NA,NA,NA,"1","111",0.05,"0.09",1,NA,NA,"19","0",NA,NA,"6",NA,NA,NA
"4029","Spider plant, leaves, raw","1290.9.07","sweet potato, leaves, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-84, ve7, ZA10-4197, KEN17-Spinach, leaves, raw, KEN18-004018","85","43","180",NA,"4.8","0.8",NA,NA,NA,NA,"2.1","4.3","3","189","2.6","48","49","478","19","0.76",NA,NA,NA,"2","217",0.1,"0.12",1.3,NA,NA,"346","0",NA,NA,"64",NA,NA,NA
"4086","Spider plant, leaves, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"85.7","41","172",NA,"4.6","0.7",NA,NA,NA,NA,"2","4.1","2.9","171","1.9","27","42","228","13","0.54",NA,NA,NA,"2","186",0.06,"0.07",0.8,NA,NA,"165","0",NA,NA,"24",NA,NA,NA
"4087","Spider plant, leaves, steamed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"86.9","38","157",NA,"4.2","0.7",NA,NA,NA,NA,"1.9","3.8","2.6","156","1.8","37","40","353","14","0.59",NA,NA,NA,"1","170",0.07,"0.09",0.9,NA,NA,"181","0",NA,NA,"31",NA,NA,NA
"4030","Spinach, leaves, raw","1215.01","spinach, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","KEN93-95, AU14-13A11703, IN17-C033","89.8","27","112",NA,"2.8","0.4",NA,NA,NA,NA,"1.1","4.1","1.8","131","1.7","72","28","570","59","1",NA,NA,NA,"1","189",0.03,"0.18",0.4,NA,NA,"110","0",NA,NA,"37",NA,NA,NA
"4088","Spinach, leaves, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"89.3","28","118",NA,"2.9","0.4",NA,NA,NA,NA,"1.2","4.3","1.9","131","1.4","45","27","300","46","0.47",NA,NA,NA,"0","179",0.02,"0.12",0.3,NA,NA,"58","0",NA,NA,"15",NA,NA,NA
"4089","Spinach, leaves, stewed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"87.4","33","139",NA,"3.5","0.4",NA,NA,NA,NA,"1.4","5.1","2.2","161","2.1","89","35","704","72","0.74",NA,NA,NA,"1","209",0.03,"0.21",0.5,NA,NA,"95","0",NA,NA,"27",NA,NA,NA
"4031","Spinach, Swiss chard, leaves, raw","1290.9.13","swiss chard, leaves, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","SGS, ZA10-4168, KEN17-Spinach, leaves, raw","90.3","25","102",NA,"3.1","0.2",NA,NA,NA,NA,"0.7","3.6","2","117","4.4","78","50","348","892","0.73",NA,NA,NA,"1","190",0.03,"0.1",0.6,NA,NA,"121","0",NA,NA,"24",NA,NA,NA
"4090","Spinach, Swiss chard, leaves, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"89.8","26","108",NA,"3.3","0.2",NA,NA,NA,NA,"0.8","3.8","2.1","117","3.5","49","47","183","704","0.58",NA,NA,NA,"1","180",0.02,"0.07",0.4,NA,NA,"64","0",NA,NA,"10",NA,NA,NA
"4091","Spinach, Swiss chard, leaves, stewed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"88","30","126",NA,"3.9","0.3",NA,NA,NA,NA,"0.9","4.5","2.5","144","5.4","96","62","430","1101","0.9",NA,NA,NA,"1","211",0.03,"0.12",0.7,NA,NA,"105","0",NA,NA,"18",NA,NA,NA
"4032","Squash, butternut, peeled, flesh, raw","1235.02","squashes, butternut, raw","Fruits and Vegetables","vegetables, other and products","m","KE18","SGS, AU14-13A11734, ZA10-4174","87.3","43","182",NA,"1.5","0.1",NA,NA,NA,NA,"7.8","2.5","0.8","18","1","16","19","332","7.7","0.2",NA,NA,NA,"1","160",0.07,"0.06",1.02,NA,NA,"31","0",NA,NA,"8",NA,NA,NA
"4092","Squash, butternut, peeled, flesh, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"85.7","48","204",NA,"1.6","0.1",NA,NA,NA,NA,"8.8","2.8","0.9","19","0.8","11","20","186","7","0.16",NA,NA,NA,"1","162",0.05,"0.04",0.7,NA,NA,"18","0",NA,NA,"6",NA,NA,NA
"4093","Squash, butternut, peeled, flesh, steamed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"85.7","48","204",NA,"1.6","0.1",NA,NA,NA,NA,"8.8","2.8","0.9","19","0.9","16","21","317","7","0.2",NA,NA,NA,"1","162",0.06,"0.06",0.9,NA,NA,"21","0",NA,NA,"7",NA,NA,NA
"4094","Squash, butternut, peeled, flesh, baked (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"85.1","51","214",NA,"1.7","0.1",NA,NA,NA,NA,"9.2","2.9","1","21","1.2","19","23","390","9","0.23",NA,NA,NA,"1","169",0.07,"0.06",1.1,NA,NA,"26","0",NA,NA,"8",NA,NA,NA
"4033","Stinging nettle, leaves, raw","1290.9.14","stinging nettle, leaves, fresh, raw","Fruits and Vegetables","vegetables, other and products","h","KE18","dp10, ZA10","80","59","248",NA,"5.4","0.7",NA,NA,NA,NA,"6.7","2.1","4.9","668","7.2","133","122","524","36","1",NA,NA,NA,"2","2",0.04,"0",1,NA,NA,"457","0",NA,NA,"5",NA,NA,NA
"4095","Stinging nettle, leaves, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"81.1","56","237",NA,"5.1","0.7",NA,NA,NA,NA,"6.4","2","4.7","604","5.2","76","105","250","26","0.49",NA,NA,NA,"2","0",0.02,"0.19",0.7,NA,NA,"218","0",NA,NA,"2",NA,NA,NA
"4096","Stinging nettle, leaves, steamed (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"82.8","51","216",NA,"4.7","0.6",NA,NA,NA,NA,"5.8","1.8","4.3","552","5","104","101","387","27","0.54",NA,NA,NA,"2","0",0.03,"0.24",0.7,NA,NA,"238","0",NA,NA,"2",NA,NA,NA
"4034","Sweet Potato (Leaves)","1290.9.02","spider plant, leaves, fresh, raw","Fruits and Vegetables","vegetables, other and products","m","KE18","KEN93-96, US28-11505, ZA10-4208","87.6","36","150",NA,"4.3","0.5",NA,NA,NA,NA,"0.8","5.3","1.4","118","1","61","30","620","6","0.29",NA,NA,NA,"1","189",0.1,"0.35",1.1,NA,NA,"1","0",NA,NA,"11",NA,NA,NA
"4035","Tomato, green, raw","1234.03","tomatoes, green, fresh, raw","Fruits and Vegetables","tomatoes and products","h","KE18","IN17-D074, US28-11527, KEN17-Tomato, red, ripe raw","93.2","23","95",NA,"1.1","0.2",NA,NA,NA,NA,"3.3","1.6","0.6","8","0.4","14","23","225","13","0.2",NA,NA,NA,"8","3",0.08,"0.1",0.5,NA,NA,"9","0",NA,NA,"16",NA,NA,NA
"4097","Tomato, green, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"91.3","29","121",NA,"1.4","0.3",NA,NA,NA,NA,"4.2","2.1","0.8","10","0.4","10","26","144","13","0.15",NA,NA,NA,"10","3",0.07,"0.04",0.4,NA,NA,"6","0",NA,NA,"14",NA,NA,NA
"4036","Tomato, red, ripe, raw","1234.02","tomatoes, red, ripe, fresh, raw","Fruits and Vegetables","tomatoes and products","m","KE18","SGS, KEN93-100/112, IN17-D75","93.6","22","92",NA,"1","0.2",NA,NA,NA,NA,"3.3","1.4","0.5","8","0.9","9.5","25","126","21","0.37",NA,NA,NA,"0","26",0.04,"0.04",0.5,NA,NA,"25","0",NA,NA,"25",NA,NA,NA
"4098","Tomato, red, ripe, boiled, drained (without salt)",NA,NA,NA,NA,NA,"KE18",NA,"91.8","28","118",NA,"1.3","0.3",NA,NA,NA,NA,"4.2","1.8","0.7","10","0.8","7","28","81","20","0.35",NA,NA,NA,"0","30",0.04,"0.04",0.5,NA,NA,"16","0",NA,NA,"21",NA,NA,NA
"4037","Tomato, canned, whole contents","21399.02.01","tomatoes, whole, tinned","Fruits and Vegetables","tomatoes and products","m","KE18","KEN93-353, AU14-13A11748, ZA10-4191","94","20","84",NA,"1","0.1",NA,NA,NA,NA,"3.1","1.3","0.5","22","0.6","11","20","204","68","0.16",NA,NA,NA,"1","28",0,"0",0.6,NA,NA,"26","0",NA,NA,"6",NA,NA,NA
